Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
questItem_awningStraightBrown,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Коричневый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型棕色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Brown[-]
questItem_awningStraightGreen,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Зеленый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型绿色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Green[-]
questItem_awningStraightGrey,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Серый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型灰色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Grey[-]
questItem_awningStraightOrange,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Оранжевый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型橙色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Orange[-]
questItem_awningStraightPink,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Розовый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型粉色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Pink[-]
questItem_awningStraightPurple,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Фиолетовый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型紫色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Purple[-]
questItem_awningStraightRed,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Красный брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型红色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Red[-]
questItem_awningStraightWhite,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Белый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型白色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight White[-]
questItem_awningStraightYellow,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],"[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Желтый брезентовый блок, прямая часть[-]",[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 遮阳棚直型黄色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Awning Straight Yellow[-]
questItem_backhoeBlue,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Синий экскаватор-погрузчик[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 反铲挖掘机蓝色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Blue[-]
questItem_backhoeGreen,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Зеленый экскаватор-погрузчик[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 反铲挖掘机绿色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Green[-]
questItem_backhoeGrey,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Серый экскаватор-погрузчик[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 反铲挖掘机灰色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Grey[-]
questItem_backhoeOrange,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Оранжевый экскаватор-погрузчик[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 反铲挖掘机橙色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Orange[-]
questItem_backhoeRed,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Красный экскаватор-погрузчик[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 反铲挖掘机红色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Red[-]
questItem_backhoeWhite,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Белый экскаватор-погрузчик[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 反铲挖掘机白色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe White[-]
questItem_backhoeYellow,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Желтый экскаватор-погрузчик[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 反铲挖掘机黄色[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Backhoe Yellow[-]
questItem_banditPlatform2x2A,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Защитная платформа 2х2 А[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 土匪平台2×2A型[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform2x2A[-]
questItem_banditPlatform3x2A,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Защитная платформа 3х2 А[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 土匪平台3×2A型[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x2A[-]
questItem_banditPlatform3x3A,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Защитная платформа 3х3 А[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 土匪平台3×3A型[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3A[-]
questItem_banditPlatform3x3B,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Защитная платформа 3х3 В[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 土匪平台3×3B型[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3B[-]
questItem_banditPlatform3x3BrokenA,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Сломанная защитная платформа 3х3 А[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 土匪平台3×3损坏 A型[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken A[-]
questItem_banditPlatform3x3BrokenB,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Сломанная защитная платформа 3х3 В[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 土匪平台3×3损坏 B型[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken B[-]
questItem_banditPlatform3x3BrokenC,items,Item,false,,,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],Ownership-only display-name override.,[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] Заявка на авиадоставку: [DECEA3]1 × Сломанная защитная платформа 3х3 С[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-],[FFD700][AEC][-] 空投申请：[DECEA3]1 土匪平台3×3损坏 C[-],[FFD700][AEC][-] Airdrop Request for [DECEA3]1 Bandit Platform3x3Broken C[-]
