Key,Source,Context,Changes,English,German
perkHotHarryRank7Desc,progression,Skills,,Kill the Hot Harry 28 times,Kill the Hot Harry 28 times
perkHotHarryRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]21%[-], Damage taken from Hot Harry decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]21%[-], Damage taken from Hot Harry decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]"
perkHotHarryRank8Desc,progression,Skills,,Kill the Hot Harry 36 times,Kill the Hot Harry 36 times
perkHotHarryRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]24%[-], Damage taken from Hot Harry decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]24%[-], Damage taken from Hot Harry decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]"
perkHotHarryRank9Desc,progression,Skills,,Kill the Hot Harry 48 times,Kill the Hot Harry 48 times
perkHotHarryRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]27%[-], Damage taken from Hot Harry decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]27%[-], Damage taken from Hot Harry decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]"
perkHotHarryRank10Desc,progression,Skills,,Kill the Hot Harry 60 times,Kill the Hot Harry 60 times
perkHotHarryRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]30%[-], Damage taken from Hot Harry decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]HOT HARRY'S FEAR[-]\nYou are not afraid of Hot Harry. His terrifying presence no longer slows you or affects your vision.","[DECEA3]BONUSES:[-]\nDamage to Hot Harry increased by [DECEA3]30%[-], Damage taken from Hot Harry decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]HOT HARRY'S FEAR[-]\nYou are not afraid of Hot Harry. His terrifying presence no longer slows you or affects your vision."
perkBossMummyName,progression,perk,,Mummy,Mummy
perkBossMummyDesc,progression,perk,,"This ancient monster changes form right in the middle of battle, refusing to stay dead. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossMummy:0)}[-]","This ancient monster changes form right in the middle of battle, refusing to stay dead. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossMummy:0)}[-]"
Mummy_LevelUP,UI,Tooltip,,Increased passive skill: Mummy,Increased passive skill: Mummy
reqPerkMummy01,progression,Attribute,,{cvar(CountBossMummy:0)} of 1,{cvar(CountBossMummy:0)} of 1
reqPerkMummy02,progression,Attribute,,{cvar(CountBossMummy:0)} of 3,{cvar(CountBossMummy:0)} of 3
reqPerkMummy03,progression,Attribute,,{cvar(CountBossMummy:0)} of 6,{cvar(CountBossMummy:0)} of 6
reqPerkMummy04,progression,Attribute,,{cvar(CountBossMummy:0)} of 10,{cvar(CountBossMummy:0)} of 10
reqPerkMummy05,progression,Attribute,,{cvar(CountBossMummy:0)} of 15,{cvar(CountBossMummy:0)} of 15
reqPerkMummy06,progression,Attribute,,{cvar(CountBossMummy:0)} of 20,{cvar(CountBossMummy:0)} of 20
reqPerkMummy07,progression,Attribute,,{cvar(CountBossMummy:0)} of 28,{cvar(CountBossMummy:0)} of 28
reqPerkMummy08,progression,Attribute,,{cvar(CountBossMummy:0)} of 36,{cvar(CountBossMummy:0)} of 36
reqPerkMummy09,progression,Attribute,,{cvar(CountBossMummy:0)} of 48,{cvar(CountBossMummy:0)} of 48
reqPerkMummy10,progression,Attribute,,{cvar(CountBossMummy:0)} of 60,{cvar(CountBossMummy:0)} of 60
perkMummyRank1Desc,progression,Skills,,Kill the Mummy 1 time,Kill the Mummy 1 time
perkMummyRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]3%[-],[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]3%[-]
perkMummyRank2Desc,progression,Skills,,Kill the Mummy 3 times,Kill the Mummy 3 times
perkMummyRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]6%[-],[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]6%[-]
perkMummyRank3Desc,progression,Skills,,Kill the Mummy 6 times,Kill the Mummy 6 times
perkMummyRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]9%[-],[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]9%[-]
perkMummyRank4Desc,progression,Skills,,Kill the Mummy 10 times,Kill the Mummy 10 times
perkMummyRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]12%[-],[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]12%[-]
perkMummyRank5Desc,progression,Skills,,Kill the Mummy 15 times,Kill the Mummy 15 times
perkMummyRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]15%[-],[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]15%[-]
perkMummyRank6Desc,progression,Skills,,Kill the Mummy 20 times,Kill the Mummy 20 times
perkMummyRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]18%[-], Damage taken from Mummy decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]18%[-], Damage taken from Mummy decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]"
perkMummyRank7Desc,progression,Skills,,Kill the Mummy 28 times,Kill the Mummy 28 times
perkMummyRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]21%[-], Damage taken from Mummy decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]21%[-], Damage taken from Mummy decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]"
perkMummyRank8Desc,progression,Skills,,Kill the Mummy 36 times,Kill the Mummy 36 times
perkMummyRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]24%[-], Damage taken from Mummy decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]24%[-], Damage taken from Mummy decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]"
perkMummyRank9Desc,progression,Skills,,Kill the Mummy 48 times,Kill the Mummy 48 times
perkMummyRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]27%[-], Damage taken from Mummy decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]27%[-], Damage taken from Mummy decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]"
perkMummyRank10Desc,progression,Skills,,Kill the Mummy 60 times,Kill the Mummy 60 times
perkMummyRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]30%[-], Damage taken from Mummy decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]MUMMY'S FEAR[-]\nYou are not afraid of Mummy. Her aura no longer slows you or affects your vision.","[DECEA3]BONUSES:[-]\nDamage to Mummy increased by [DECEA3]30%[-], Damage taken from Mummy decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]MUMMY'S FEAR[-]\nYou are not afraid of Mummy. Her aura no longer slows you or affects your vision."
perkBossShockerName,progression,perk,,Shocker,Schocker
perkBossShockerDesc,progression,perk,,"How do you kill something that does not even let you move? Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossShocker:0)}[-]","Wie tötet man etwas, das einem nicht einmal die Möglichkeit gibt, sich zu bewegen? Dennoch hat alles eine Schwäche. Finde es, indem du so viele dieser Monster wie möglich tötest.\n\n[DECEA3]Bisherige Tötungen: {cvar(CountBossShocker:0)}[-]"
Shocker_LevelUP,UI,Tooltip,,Increased passive skill: Shocker,Erhöhte passive Fähigkeit: Shocker
reqPerkShocker01,progression,Attribute,,{cvar(CountBossShocker:0)} of 1,{cvar(CountBossShocker:0)} von 1
reqPerkShocker02,progression,Attribute,,{cvar(CountBossShocker:0)} of 3,{cvar(CountBossShocker:0)} von 3
reqPerkShocker03,progression,Attribute,,{cvar(CountBossShocker:0)} of 6,{cvar(CountBossShocker:0)} von 6
reqPerkShocker04,progression,Attribute,,{cvar(CountBossShocker:0)} of 10,{cvar(CountBossShocker:0)} von 10
reqPerkShocker05,progression,Attribute,,{cvar(CountBossShocker:0)} of 15,{cvar(CountBossShocker:0)} von 15
reqPerkShocker06,progression,Attribute,,{cvar(CountBossShocker:0)} of 20,{cvar(CountBossShocker:0)} von 20
reqPerkShocker07,progression,Attribute,,{cvar(CountBossShocker:0)} of 28,{cvar(CountBossShocker:0)} von 28
reqPerkShocker08,progression,Attribute,,{cvar(CountBossShocker:0)} of 36,{cvar(CountBossShocker:0)} von 36
reqPerkShocker09,progression,Attribute,,{cvar(CountBossShocker:0)} of 48,{cvar(CountBossShocker:0)} von 48
reqPerkShocker10,progression,Attribute,,{cvar(CountBossShocker:0)} of 60,{cvar(CountBossShocker:0)} von 60
perkShockerRank1Desc,progression,Skills,,Kill the Shocker 1 time,Töte den Shocker 1 Mal
perkShockerRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]3%[-],[DECEA3]BONI:[-]\nSchaden an Shocker um [DECEA3]3 %[-] erhöht
perkShockerRank2Desc,progression,Skills,,Kill the Shocker 3 times,Töte den Schocker dreimal
perkShockerRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]6%[-],[DECEA3]BONI:[-]\nSchaden an Shocker um [DECEA3]6 %[-] erhöht
perkShockerRank3Desc,progression,Skills,,Kill the Shocker 6 times,Töte den Schocker 6 Mal
perkShockerRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]9%[-],[DECEA3]BONI:[-]\nSchaden an Shocker erhöht um [DECEA3]9 %[-]
perkShockerRank4Desc,progression,Skills,,Kill the Shocker 10 times,Töte den Schocker 10 Mal
perkShockerRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]12%[-],[DECEA3]BONI:[-]\nSchaden an Shocker erhöht um [DECEA3]12 %[-]
perkShockerRank5Desc,progression,Skills,,Kill the Shocker 15 times,Töte den Schocker 15 Mal
perkShockerRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]15%[-],[DECEA3]BONI:[-]\nSchaden an Shocker erhöht um [DECEA3]15 %[-]
perkShockerRank6Desc,progression,Skills,,Kill the Shocker 20 times,Töte den Schocker 20 Mal
perkShockerRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]18%[-], Damage taken from Shocker decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONI:[-]\nDer Schaden des Shockers wurde um [DECEA3]18 %[-] erhöht, der erlittene Schaden des Shockers wurde um [DECEA3]5 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]6 %[-] erhöht."
perkShockerRank7Desc,progression,Skills,,Kill the Shocker 28 times,Töte den Schocker 28 Mal
perkShockerRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]21%[-], Damage taken from Shocker decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONI:[-]\nDer Schaden des Shockers wurde um [DECEA3]21 %[-] erhöht, der erlittene Schaden des Shockers wurde um [DECEA3]10 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]12 %[-] erhöht."
perkShockerRank8Desc,progression,Skills,,Kill the Shocker 36 times,Töte den Shocker 36 Mal
perkShockerRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]24%[-], Damage taken from Shocker decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONI:[-]\nDer Schaden des Shockers wurde um [DECEA3]24 %[-] erhöht, der erlittene Schaden des Shockers wurde um [DECEA3]15 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]18 %[-] erhöht."
perkShockerRank9Desc,progression,Skills,,Kill the Shocker 48 times,Töte den Schocker 48 Mal
perkShockerRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]27%[-], Damage taken from Shocker decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONI:[-]\nDer Schaden des Shockers wurde um [DECEA3]27 %[-] erhöht, der erlittene Schaden des Shockers wurde um [DECEA3]20 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]24 %[-] erhöht."
perkShockerRank10Desc,progression,Skills,,Kill the Shocker 60 times,Töte den Schocker 60 Mal
perkShockerRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Shocker increased by [DECEA3]30%[-], Damage taken from Shocker decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]SHOCKER'S FEAR[-]\nYou are not afraid of Shocker. You are not affected by the miniboss's active radiation.","[DECEA3]BONI:[-]\nSchaden an Shocker um [DECEA3]30 %[-] erhöht, durch Shocker erlittener Schaden um [DECEA3]25 %[-] verringert, Menge der erhaltenen „Mutationsproben“ um [DECEA3]30 %[-] erhöht\n\n[DECEA3]BONUSFÄHIGKEIT[-] [FFB800]SHOCKER'S ANGST[-]\nDu hast keine Angst vor Shocker. Sie sind von der aktiven Strahlung des Miniboss nicht betroffen."
perkBossVeteranName,progression,perk,,Veteran,Veteran
perkBossVeteranDesc,progression,perk,,"This bloated radioactive mass barely seems to take damage. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossVeteran:0)}[-]","Diese aufgeblähte radioaktive Masse scheint kaum Schaden zu nehmen. Dennoch hat alles eine Schwäche. Finden Sie es, indem Sie so viele dieser Monster wie möglich töten.\n\n[DECEA3]Bisherige Tötungen: {cvar(CountBossVeteran:0)}[-]"
Veteran_LevelUP,UI,Tooltip,,Increased passive skill: Veteran,Erhöhte passive Fähigkeit: Veteran
reqPerkVeteran01,progression,Attribute,,{cvar(CountBossVeteran:0)} of 1,{cvar(CountBossVeteran:0)} von 1
reqPerkVeteran02,progression,Attribute,,{cvar(CountBossVeteran:0)} of 3,{cvar(CountBossVeteran:0)} von 3
reqPerkVeteran03,progression,Attribute,,{cvar(CountBossVeteran:0)} of 6,{cvar(CountBossVeteran:0)} von 6
reqPerkVeteran04,progression,Attribute,,{cvar(CountBossVeteran:0)} of 10,{cvar(CountBossVeteran:0)} von 10
reqPerkVeteran05,progression,Attribute,,{cvar(CountBossVeteran:0)} of 15,{cvar(CountBossVeteran:0)} von 15
reqPerkVeteran06,progression,Attribute,,{cvar(CountBossVeteran:0)} of 20,{cvar(CountBossVeteran:0)} von 20
reqPerkVeteran07,progression,Attribute,,{cvar(CountBossVeteran:0)} of 28,{cvar(CountBossVeteran:0)} von 28
reqPerkVeteran08,progression,Attribute,,{cvar(CountBossVeteran:0)} of 36,{cvar(CountBossVeteran:0)} von 36
reqPerkVeteran09,progression,Attribute,,{cvar(CountBossVeteran:0)} of 48,{cvar(CountBossVeteran:0)} von 48
reqPerkVeteran10,progression,Attribute,,{cvar(CountBossVeteran:0)} of 60,{cvar(CountBossVeteran:0)} von 60
perkVeteranRank1Desc,progression,Skills,,Kill the Veteran 1 time,Töte den Veteranen 1 Mal
perkVeteranRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]3%[-],[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]3 % erhöht[-]
perkVeteranRank2Desc,progression,Skills,,Kill the Veteran 3 times,Töte den Veteranen dreimal
perkVeteranRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]6%[-],[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]6 % erhöht[-]
perkVeteranRank3Desc,progression,Skills,,Kill the Veteran 6 times,Töte den Veteranen 6 Mal
perkVeteranRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]9%[-],[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]9 %[-] erhöht.
perkVeteranRank4Desc,progression,Skills,,Kill the Veteran 10 times,Töte den Veteranen 10 Mal
perkVeteranRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]12%[-],[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]12 %[-] erhöht.
perkVeteranRank5Desc,progression,Skills,,Kill the Veteran 15 times,Töte den Veteranen 15 Mal
perkVeteranRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]15%[-],[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]15 %[-] erhöht.
perkVeteranRank6Desc,progression,Skills,,Kill the Veteran 20 times,Töte den Veteranen 20 Mal
perkVeteranRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]18%[-], Damage taken from Veteran decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]18 %[-] erhöht, der erlittene Schaden des Veteranen wurde um [DECEA3]5 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]6 %[-] erhöht."
perkVeteranRank7Desc,progression,Skills,,Kill the Veteran 28 times,Töte den Veteranen 28 Mal
perkVeteranRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]21%[-], Damage taken from Veteran decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]21 %[-] erhöht, der erlittene Schaden des Veteranen wurde um [DECEA3]10 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]12 %[-] erhöht."
perkVeteranRank8Desc,progression,Skills,,Kill the Veteran 36 times,Töte den Veteranen 36 Mal
perkVeteranRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]24%[-], Damage taken from Veteran decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]24 %[-] erhöht, der erlittene Schaden des Veteranen wurde um [DECEA3]15 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]18 %[-] erhöht."
perkVeteranRank9Desc,progression,Skills,,Kill the Veteran 48 times,Töte den Veteranen 48 Mal
perkVeteranRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]27%[-], Damage taken from Veteran decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]27 %[-] erhöht, der erlittene Schaden des Veteranen wurde um [DECEA3]20 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]24 %[-] erhöht."
perkVeteranRank10Desc,progression,Skills,,Kill the Veteran 60 times,Töte den Veteranen 60 Mal
perkVeteranRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Veteran increased by [DECEA3]30%[-], Damage taken from Veteran decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]VETERAN'S FEAR[-]\nYou are not afraid of Veteran. You are not affected by the miniboss's active radiation.","[DECEA3]BONI:[-]\nDer Schaden des Veteranen wurde um [DECEA3]30 %[-] erhöht, der erlittene Schaden des Veteranen wurde um [DECEA3]25 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]30 %[-] erhöht\n\n[DECEA3]BONUSFÄHIGKEIT[-] [FFB800]VETERAN ANGST[-]\nDu hast keine Angst vor Veteran. Sie sind von der aktiven Strahlung des Miniboss nicht betroffen."
perkBossAncientYetiName,progression,perk,,Ancient Yeti,Ancient Yeti
perkBossAncientYetiDesc,progression,perk,,"The existence of these creatures is still considered fiction. Yet one look is enough to understand that this ancient beast is very real. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossAncientYeti:0)}[-]","The existence of these creatures is still considered fiction. Yet one look is enough to understand that this ancient beast is very real. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossAncientYeti:0)}[-]"
AncientYeti_LevelUP,UI,Tooltip,,Increased passive skill: Ancient Yeti,Increased passive skill: Ancient Yeti
reqPerkAncientYeti01,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 1,{cvar(CountBossAncientYeti:0)} of 1
reqPerkAncientYeti02,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 3,{cvar(CountBossAncientYeti:0)} of 3
reqPerkAncientYeti03,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 6,{cvar(CountBossAncientYeti:0)} of 6
reqPerkAncientYeti04,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 10,{cvar(CountBossAncientYeti:0)} of 10
reqPerkAncientYeti05,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 15,{cvar(CountBossAncientYeti:0)} of 15
reqPerkAncientYeti06,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 20,{cvar(CountBossAncientYeti:0)} of 20
reqPerkAncientYeti07,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 28,{cvar(CountBossAncientYeti:0)} of 28
reqPerkAncientYeti08,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 36,{cvar(CountBossAncientYeti:0)} of 36
reqPerkAncientYeti09,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 48,{cvar(CountBossAncientYeti:0)} of 48
reqPerkAncientYeti10,progression,Attribute,,{cvar(CountBossAncientYeti:0)} of 60,{cvar(CountBossAncientYeti:0)} of 60
perkAncientYetiRank1Desc,progression,Skills,,Kill the Ancient Yeti 1 time,Kill the Ancient Yeti 1 time
perkAncientYetiRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]3%[-],[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]3%[-]
perkAncientYetiRank2Desc,progression,Skills,,Kill the Ancient Yeti 3 times,Kill the Ancient Yeti 3 times
perkAncientYetiRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]6%[-],[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]6%[-]
perkAncientYetiRank3Desc,progression,Skills,,Kill the Ancient Yeti 6 times,Kill the Ancient Yeti 6 times
perkAncientYetiRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]9%[-],[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]9%[-]
perkAncientYetiRank4Desc,progression,Skills,,Kill the Ancient Yeti 10 times,Kill the Ancient Yeti 10 times
perkAncientYetiRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]12%[-],[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]12%[-]
perkAncientYetiRank5Desc,progression,Skills,,Kill the Ancient Yeti 15 times,Kill the Ancient Yeti 15 times
perkAncientYetiRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]15%[-],[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]15%[-]
perkAncientYetiRank6Desc,progression,Skills,,Kill the Ancient Yeti 20 times,Kill the Ancient Yeti 20 times
perkAncientYetiRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]18%[-], Damage taken from Ancient Yeti decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]18%[-], Damage taken from Ancient Yeti decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]"
perkAncientYetiRank7Desc,progression,Skills,,Kill the Ancient Yeti 28 times,Kill the Ancient Yeti 28 times
perkAncientYetiRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]21%[-], Damage taken from Ancient Yeti decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]21%[-], Damage taken from Ancient Yeti decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]"
perkAncientYetiRank8Desc,progression,Skills,,Kill the Ancient Yeti 36 times,Kill the Ancient Yeti 36 times
perkAncientYetiRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]24%[-], Damage taken from Ancient Yeti decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]24%[-], Damage taken from Ancient Yeti decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]"
