Key,Source,Context,Changes,English,Turkish
perkNagainaRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Nagaina increased by [DECEA3]27%[-], Damage to Nagaina's minions increased by [DECEA3]45%[-], Damage reduction from Nagaina increased by [DECEA3]24%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSES:[-]\nDamage to Nagaina increased by [DECEA3]27%[-], Damage to Nagaina's minions increased by [DECEA3]45%[-], Damage reduction from Nagaina increased by [DECEA3]24%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]"
perkNagainaRank10Desc,progression,Skills,,Kill the Nagaina 120 times,Kill the Nagaina 120 times
perkNagainaRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Nagaina increased by [DECEA3]30%[-], Damage to Nagaina's minions increased by [DECEA3]50%[-], Damage reduction from Nagaina increased by [DECEA3]30%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]NAGAINA'S GAZE[-]\nYou are not afraid of Nagaina. Her terrifying gaze no longer affects you.","[DECEA3]BONUSES:[-]\nDamage to Nagaina increased by [DECEA3]30%[-], Damage to Nagaina's minions increased by [DECEA3]50%[-], Damage reduction from Nagaina increased by [DECEA3]30%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]NAGAINA'S GAZE[-]\nYou are not afraid of Nagaina. Her terrifying gaze no longer affects you."
perkBossGargulName,progression,perk,,Gargul,Gargül
perkBossGargulDesc,progression,perk,,The flying nightmare of the wasteland gives no one peace. But everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossGargul:0)}[-],Çorak arazinin uçan kabusu kimseye huzur vermiyor. Ama her şeyin bir zayıflığı vardır. Bu canavarlardan mümkün olduğunca çok sayıda öldürerek bulun.\n\n[DECEA3]Şimdiye kadarki öldürmeler: {cvar(CountBossGargul:0)}[-]
Gargul_LevelUP,UI,Tooltip,,Increased passive skill: Gargul,Artan pasif beceri: Gargul
reqPerkGargul01,progression,Attribute,,{cvar(CountBossGargul:0)} of 2,{cvar(CountBossGargul:0)} / 2
reqPerkGargul02,progression,Attribute,,{cvar(CountBossGargul:0)} of 5,{cvar(CountBossGargul:0)} / 5
reqPerkGargul03,progression,Attribute,,{cvar(CountBossGargul:0)} of 10,{cvar(CountBossGargul:0)} / 10
reqPerkGargul04,progression,Attribute,,{cvar(CountBossGargul:0)} of 15,{cvar(CountBossGargul:0)} / 15
reqPerkGargul05,progression,Attribute,,{cvar(CountBossGargul:0)} of 25,{cvar(CountBossGargul:0)} / 25
reqPerkGargul06,progression,Attribute,,{cvar(CountBossGargul:0)} of 35,{cvar(CountBossGargul:0)} / 35
reqPerkGargul07,progression,Attribute,,{cvar(CountBossGargul:0)} of 50,{cvar(CountBossGargul:0)} / 50
reqPerkGargul08,progression,Attribute,,{cvar(CountBossGargul:0)} of 70,{cvar(CountBossGargul:0)} / 70
reqPerkGargul09,progression,Attribute,,{cvar(CountBossGargul:0)} of 90,{cvar(CountBossGargul:0)} / 90
reqPerkGargul10,progression,Attribute,,{cvar(CountBossGargul:0)} of 120,{cvar(CountBossGargul:0)} / 120
perkGargulRank1Desc,progression,Skills,,Kill the Gargul 2 times,Gargul'u 2 kez öldür
perkGargulRank1LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]3%[-], Damage to Gargul's minions increased by [DECEA3]5%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%3[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%5[-] artırıldı"
perkGargulRank2Desc,progression,Skills,,Kill the Gargul 5 times,Gargul'u 5 kez öldür
perkGargulRank2LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]6%[-], Damage to Gargul's minions increased by [DECEA3]10%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%6[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%10[-] artırıldı"
perkGargulRank3Desc,progression,Skills,,Kill the Gargul 10 times,Gargul'u 10 kez öldür
perkGargulRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]9%[-], Damage to Gargul's minions increased by [DECEA3]15%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%9[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%15[-] artırıldı"
perkGargulRank4Desc,progression,Skills,,Kill the Gargul 15 times,Gargul'u 15 kez öldür
perkGargulRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]12%[-], Damage to Gargul's minions increased by [DECEA3]20%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%12[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%20[-] artırıldı"
perkGargulRank5Desc,progression,Skills,,Kill the Gargul 25 times,Gargul'u 25 kez öldür
perkGargulRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]15%[-], Damage to Gargul's minions increased by [DECEA3]25%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%15[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%25[-] artırıldı"
perkGargulRank6Desc,progression,Skills,,Kill the Gargul 35 times,Gargul'u 35 kez öldür
perkGargulRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]18%[-], Damage to Gargul's minions increased by [DECEA3]30%[-], Damage reduction from Gargul increased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%18[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%30[-] artırıldı, Gargul'dan alınan hasar azaltımı [DECEA3]%5[-] artırıldı, elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%6[-] artırıldı"
perkGargulRank7Desc,progression,Skills,,Kill the Gargul 50 times,Gargul'u 50 kez öldür
perkGargulRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]21%[-], Damage to Gargul's minions increased by [DECEA3]35%[-], Damage reduction from Gargul increased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%21[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%35[-] artırıldı, Gargul'dan alınan hasar azaltımı [DECEA3]%10[-] artırıldı, elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%12[-] artırıldı"
perkGargulRank8Desc,progression,Skills,,Kill the Gargul 70 times,Gargul'u 70 kez öldür
perkGargulRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]24%[-], Damage to Gargul's minions increased by [DECEA3]40%[-], Damage reduction from Gargul increased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%24[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%40[-] artırıldı, Gargul'dan alınan hasar azaltımı [DECEA3]%15[-] artırıldı, elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%18[-] artırıldı"
perkGargulRank9Desc,progression,Skills,,Kill the Gargul 90 times,Gargul'u 90 kez öldür
perkGargulRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]27%[-], Damage to Gargul's minions increased by [DECEA3]45%[-], Damage reduction from Gargul increased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%27[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%45[-] artırıldı, Gargul'dan alınan hasar azaltımı [DECEA3]%20[-] artırıldı, elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%24[-] artırıldı"
perkGargulRank10Desc,progression,Skills,,Kill the Gargul 120 times,Gargul'u 120 kez öldür
perkGargulRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Gargul increased by [DECEA3]30%[-], Damage to Gargul's minions increased by [DECEA3]50%[-], Damage reduction from Gargul increased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]GARGUL'S FEAR[-]\nYou are not afraid of the Gargul. You are not affected by the miniboss's active radiation.","[DECEA3]BONUSLAR:[-]\nGargul'a verilen hasar [DECEA3]%30[-] artırıldı, Gargul'un minyonlarına verilen hasar [DECEA3]%50[-] artırıldı, Gargul'dan alınan hasar azaltımı [DECEA3]%25[-] artırıldı, elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%30[-] artırıldı\n\n[DECEA3]BONUS YETENEK[-] [FFB800]GARGUL'UN KORKUSU[-]\nGargul'dan korkmuyorsun. Miniboss'un aktif radyasyonundan etkilenmezsiniz."
perkBossBearDaddyName,progression,perk,,Bear Daddy,Ayı Baba
perkBossBearDaddyDesc,progression,perk,,"At first glance it looks like a giant slab of meat, but it is a massive monster that seems unstoppable. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossBearDaddy:0)}[-]",İlk bakışta devasa bir et parçasına benziyor ama durdurulamaz gibi görünen devasa bir canavar. Yine de her şeyin bir zayıflığı vardır. Bu canavarlardan mümkün olduğunca çok sayıda öldürerek bulun.\n\n[DECEA3]Şimdiye kadarki öldürmeler: {cvar(CountBossBearDaddy:0)}[-]
BearDaddy_LevelUP,UI,Tooltip,,Increased passive skill: Bear Daddy,Artan pasif beceri: Ayı Baba
reqPerkBearDaddy01,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 2,{cvar(CountBossBearDaddy:0)} / 2
reqPerkBearDaddy02,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 5,{cvar(CountBossBearDaddy:0)} / 5
reqPerkBearDaddy03,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 10,{cvar(CountBossBearDaddy:0)} / 10
reqPerkBearDaddy04,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 15,{cvar(CountBossBearDaddy:0)} / 15
reqPerkBearDaddy05,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 25,{cvar(CountBossBearDaddy:0)} / 25
reqPerkBearDaddy06,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 35,{cvar(CountBossBearDaddy:0)} / 35
reqPerkBearDaddy07,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 50,{cvar(CountBossBearDaddy:0)} / 50
reqPerkBearDaddy08,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 70,{cvar(CountBossBearDaddy:0)} / 70
reqPerkBearDaddy09,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 90,{cvar(CountBossBearDaddy:0)} / 90
reqPerkBearDaddy10,progression,Attribute,,{cvar(CountBossBearDaddy:0)} of 120,{cvar(CountBossBearDaddy:0)} / 120
perkBearDaddyRank1Desc,progression,Skills,,Kill the Bear Daddy 2 times,Ayı Baba'yı 2 kez öldür
perkBearDaddyRank1LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]3%[-], Damage to Bear Daddy's minions increased by [DECEA3]5%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%3[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%5[-] artırıldı"
perkBearDaddyRank2Desc,progression,Skills,,Kill the Bear Daddy 5 times,Ayı Baba'yı 5 kez öldür
perkBearDaddyRank2LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]6%[-], Damage to Bear Daddy's minions increased by [DECEA3]10%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%6[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%10[-] artırıldı"
perkBearDaddyRank3Desc,progression,Skills,,Kill the Bear Daddy 10 times,Ayı Baba'yı 10 kez öldür
perkBearDaddyRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]9%[-], Damage to Bear Daddy's minions increased by [DECEA3]15%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%9[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%15[-] artırıldı"
perkBearDaddyRank4Desc,progression,Skills,,Kill the Bear Daddy 15 times,Ayı Baba'yı 15 kez öldür
perkBearDaddyRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]12%[-], Damage to Bear Daddy's minions increased by [DECEA3]20%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%12[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%20[-] artırıldı"
perkBearDaddyRank5Desc,progression,Skills,,Kill the Bear Daddy 25 times,Ayı Baba'yı 25 kez öldür
perkBearDaddyRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]15%[-], Damage to Bear Daddy's minions increased by [DECEA3]25%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%15[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%25[-] artırıldı"
perkBearDaddyRank6Desc,progression,Skills,,Kill the Bear Daddy 35 times,Ayı Baba'yı 35 kez öldür
perkBearDaddyRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]18%[-], Damage to Bear Daddy's minions increased by [DECEA3]30%[-], Damage reduction from Bear Daddy increased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%18[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%30[-] artırıldı, Ayı Baba'dan gelen hasar azaltımı [DECEA3]%5[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%6[-] artırıldı"
perkBearDaddyRank7Desc,progression,Skills,,Kill the Bear Daddy 50 times,Ayı Baba'yı 50 kez öldür
perkBearDaddyRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]21%[-], Damage to Bear Daddy's minions increased by [DECEA3]35%[-], Damage reduction from Bear Daddy increased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%21[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%35[-] artırıldı, Ayı Baba'dan gelen hasar azaltımı [DECEA3]%10[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%12[-] artırıldı"
perkBearDaddyRank8Desc,progression,Skills,,Kill the Bear Daddy 70 times,Ayı Baba'yı 70 kez öldür
perkBearDaddyRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]24%[-], Damage to Bear Daddy's minions increased by [DECEA3]40%[-], Damage reduction from Bear Daddy increased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%24[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%40[-] artırıldı, Ayı Baba'dan gelen hasar azaltımı [DECEA3]%15[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%18[-] artırıldı"
perkBearDaddyRank9Desc,progression,Skills,,Kill the Bear Daddy 90 times,Ayı Baba'yı 90 kez öldür
perkBearDaddyRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]27%[-], Damage to Bear Daddy's minions increased by [DECEA3]45%[-], Damage reduction from Bear Daddy increased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%27[-] artırıldı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%45[-] artırıldı, Ayı Baba'dan gelen hasar azaltımı [DECEA3]%20[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%24[-] artırıldı"
perkBearDaddyRank10Desc,progression,Skills,,Kill the Bear Daddy 120 times,Ayı Baba'yı 120 kez öldür
perkBearDaddyRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bear Daddy increased by [DECEA3]30%[-], Damage to Bear Daddy's minions increased by [DECEA3]50%[-], Damage reduction from Bear Daddy increased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BEAR DADDY'S FEAR[-]\nYou are not afraid of the Bear Daddy. You are not affected by the miniboss's active radiation.","[DECEA3]BONUSLAR:[-]\nAyı Baba'ya verilen hasar [DECEA3]%30[-] arttı, Ayı Baba'nın minyonlarına verilen hasar [DECEA3]%50[-] artırıldı, Ayı Baba'dan gelen hasar azaltımı [DECEA3]%25[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı artırıldı [DECEA3]%30[-]\n\n[DECEA3]BONUS YETENEK[-] [FFB800]BABA'NIN KORKUSUNU AYIR[-]\nAyı Baba'dan korkmuyorsun. Miniboss'un aktif radyasyonundan etkilenmezsiniz."
perkBossBitchName,progression,perk,,Bitch,Orospu
perkBossBitchDesc,progression,perk,,"It is best not to disturb this lady. She seems driven by nothing but the urge to slice everyone to pieces. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossBitch:0)}[-]",Bu bayanı rahatsız etmemek en iyisi. Herkesi parçalara ayırma dürtüsünden başka hiçbir şey tarafından yönlendirilmiyor gibi görünüyor. Yine de her şeyin bir zayıflığı vardır. Bu canavarlardan mümkün olduğunca çok sayıda öldürerek onu bulun.\n\n[DECEA3]Şimdiye kadarki öldürmeler: {cvar(CountBossBitch:0)}[-]
Bitch_LevelUP,UI,Tooltip,,Increased passive skill: Bitch,Artan pasif beceri: Kaltak
reqPerkBitch01,progression,Attribute,,{cvar(CountBossBitch:0)} of 2,{cvar(CountBossBitch:0)} / 2
reqPerkBitch02,progression,Attribute,,{cvar(CountBossBitch:0)} of 5,{cvar(CountBossBitch:0)} / 5
reqPerkBitch03,progression,Attribute,,{cvar(CountBossBitch:0)} of 10,{cvar(CountBossBitch:0)} / 10
reqPerkBitch04,progression,Attribute,,{cvar(CountBossBitch:0)} of 15,{cvar(CountBossBitch:0)} / 15
reqPerkBitch05,progression,Attribute,,{cvar(CountBossBitch:0)} of 25,{cvar(CountBossBitch:0)} / 25
reqPerkBitch06,progression,Attribute,,{cvar(CountBossBitch:0)} of 35,{cvar(CountBossBitch:0)} / 35
reqPerkBitch07,progression,Attribute,,{cvar(CountBossBitch:0)} of 50,{cvar(CountBossBitch:0)} / 50
reqPerkBitch08,progression,Attribute,,{cvar(CountBossBitch:0)} of 70,{cvar(CountBossBitch:0)} / 70
reqPerkBitch09,progression,Attribute,,{cvar(CountBossBitch:0)} of 90,{cvar(CountBossBitch:0)} / 90
reqPerkBitch10,progression,Attribute,,{cvar(CountBossBitch:0)} of 120,{cvar(CountBossBitch:0)} / 120
perkBitchRank1Desc,progression,Skills,,Kill the Bitch 2 times,Kaltağı 2 kez öldür
perkBitchRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]3%[-],[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%3[-] artırıldı
perkBitchRank2Desc,progression,Skills,,Kill the Bitch 5 times,Kaltağı 5 kez öldür
perkBitchRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]6%[-],[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%6[-] artırıldı
perkBitchRank3Desc,progression,Skills,,Kill the Bitch 10 times,Kaltağı 10 kez öldür
perkBitchRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]9%[-],[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%9[-] artırıldı
perkBitchRank4Desc,progression,Skills,,Kill the Bitch 15 times,Kaltağı 15 kez öldür
perkBitchRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]12%[-],[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%12[-] artırıldı
perkBitchRank5Desc,progression,Skills,,Kill the Bitch 25 times,Kaltağı 25 kez öldür
perkBitchRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]15%[-],[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%15[-] artırıldı
perkBitchRank6Desc,progression,Skills,,Kill the Bitch 35 times,Kaltağı 35 kez öldür
perkBitchRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]18%[-], Damage reduction from Bitch increased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%18[-] artırıldı, Kaltak'tan alınan Hasar azaltımı [DECEA3]%5[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%6[-] artırıldı"
perkBitchRank7Desc,progression,Skills,,Kill the Bitch 50 times,Kaltağı 50 kez öldür
perkBitchRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]21%[-], Damage reduction from Bitch increased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%21[-] artırıldı, Kaltak'tan alınan Hasar azaltımı [DECEA3]%10[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%12[-] artırıldı"
perkBitchRank8Desc,progression,Skills,,Kill the Bitch 70 times,Kaltağı 70 kez öldür
perkBitchRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]24%[-], Damage reduction from Bitch increased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%24[-] artırıldı, Kaltak'tan alınan Hasar azaltımı [DECEA3]%15[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%18[-] artırıldı"
perkBitchRank9Desc,progression,Skills,,Kill the Bitch 90 times,Kaltağı 90 kez öldür
perkBitchRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]27%[-], Damage reduction from Bitch increased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%27[-] artırıldı, Kaltak'tan alınan Hasar azaltımı [DECEA3]%20[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%24[-] artırıldı"
perkBitchRank10Desc,progression,Skills,,Kill the Bitch 120 times,Kaltağı 120 kez öldür
perkBitchRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bitch increased by [DECEA3]30%[-], Damage reduction from Bitch increased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BITCH'S FEAR[-]\nYou are not afraid of the Bitch. You are not affected by the armor reduction and active radiation of the miniboss.","[DECEA3]BONUSLAR:[-]\nKaltak'a verilen hasar [DECEA3]%30[-] artırıldı, Kaltak'tan verilen hasar azaltımı [DECEA3]%25[-] artırıldı, elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%30[-] artırıldı\n\n[DECEA3]BONUS YETENEĞİ[-] [FFB800]BITCH'İN KORKU[-]\nSen Kaltak'tan korkmuyorsun. Miniboss'un zırh azalmasından ve aktif radyasyonundan etkilenmezsiniz."
perkBossMysticName,progression,perk,,Mystic,Mystic
perkBossMysticDesc,progression,perk,,"This creature seems to stare straight into your soul, clouding your mind and draining your will to fight. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossMystic:0)}[-]","This creature seems to stare straight into your soul, clouding your mind and draining your will to fight. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossMystic:0)}[-]"
Mystic_LevelUP,UI,Tooltip,,Increased passive skill: Mystic,Increased passive skill: Mystic
reqPerkMystic01,progression,Attribute,,{cvar(CountBossMystic:0)} of 2,{cvar(CountBossMystic:0)} of 2
reqPerkMystic02,progression,Attribute,,{cvar(CountBossMystic:0)} of 5,{cvar(CountBossMystic:0)} of 5
reqPerkMystic03,progression,Attribute,,{cvar(CountBossMystic:0)} of 10,{cvar(CountBossMystic:0)} of 10
reqPerkMystic04,progression,Attribute,,{cvar(CountBossMystic:0)} of 15,{cvar(CountBossMystic:0)} of 15
reqPerkMystic05,progression,Attribute,,{cvar(CountBossMystic:0)} of 25,{cvar(CountBossMystic:0)} of 25
reqPerkMystic06,progression,Attribute,,{cvar(CountBossMystic:0)} of 35,{cvar(CountBossMystic:0)} of 35
reqPerkMystic07,progression,Attribute,,{cvar(CountBossMystic:0)} of 50,{cvar(CountBossMystic:0)} of 50
reqPerkMystic08,progression,Attribute,,{cvar(CountBossMystic:0)} of 70,{cvar(CountBossMystic:0)} of 70
reqPerkMystic09,progression,Attribute,,{cvar(CountBossMystic:0)} of 90,{cvar(CountBossMystic:0)} of 90
reqPerkMystic10,progression,Attribute,,{cvar(CountBossMystic:0)} of 120,{cvar(CountBossMystic:0)} of 120
perkMysticRank1Desc,progression,Skills,,Kill the Mystic 2 times,Kill the Mystic 2 times
perkMysticRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]3%[-],[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]3%[-]
perkMysticRank2Desc,progression,Skills,,Kill the Mystic 5 times,Kill the Mystic 5 times
perkMysticRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]6%[-],[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]6%[-]
perkMysticRank3Desc,progression,Skills,,Kill the Mystic 10 times,Kill the Mystic 10 times
perkMysticRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]9%[-],[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]9%[-]
