Key,Source,Context,Changes,English,Tchinese
reqPerkBullsEye13,progression,Attribute,,{cvar(CountBullsEye:0)} of 1200,{cvar(CountBullsEye:0)} 共 1200
reqPerkBullsEye14,progression,Attribute,,{cvar(CountBullsEye:0)} of 1400,{cvar(CountBullsEye:0)} 共 1400
reqPerkBullsEye15,progression,Attribute,,{cvar(CountBullsEye:0)} of 1600,{cvar(CountBullsEye:0)} 共 1600
reqPerkBullsEye16,progression,Attribute,,{cvar(CountBullsEye:0)} of 1800,{cvar(CountBullsEye:0)} 共 1800
reqPerkBullsEye17,progression,Attribute,,{cvar(CountBullsEye:0)} of 2000,{cvar(CountBullsEye:0)} 共 2000 個
reqPerkBullsEye18,progression,Attribute,,{cvar(CountBullsEye:0)} of 2300,{cvar(CountBullsEye:0)} 共 2300
reqPerkBullsEye19,progression,Attribute,,{cvar(CountBullsEye:0)} of 2650,{cvar(CountBullsEye:0)} 共 2650
reqPerkBullsEye20,progression,Attribute,,{cvar(CountBullsEye:0)} of 2900,{cvar(CountBullsEye:0)} 共 2900
reqPerkBullsEye21,progression,Attribute,,{cvar(CountBullsEye:0)} of 3200,{cvar(CountBullsEye:0)} 共 3200
reqPerkBullsEye22,progression,Attribute,,{cvar(CountBullsEye:0)} of 3600,{cvar(CountBullsEye:0)} 共 3600
reqPerkBullsEye23,progression,Attribute,,{cvar(CountBullsEye:0)} of 4000,{cvar(CountBullsEye:0)} 共 4000
reqPerkBullsEye24,progression,Attribute,,{cvar(CountBullsEye:0)} of 4400,{cvar(CountBullsEye:0)} 共 4400
reqPerkBullsEye25,progression,Attribute,,{cvar(CountBullsEye:0)} of 5000,{cvar(CountBullsEye:0)} 共 5000 個
perkBullsEyeRank1Desc,progression,Skills,,Kill 15 zombies with headshots,用爆頭殺死 15 隻殭屍
perkBullsEyeRank1LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]2%[-], Headshot experience increased by [DECEA3]1%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]2%[-]，爆頭經驗增加 [DECEA3]1%[-]
perkBullsEyeRank2Desc,progression,Skills,,Kill 30 zombies with headshots,用爆頭殺 30 隻殭屍
perkBullsEyeRank2LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]4%[-], Headshot experience increased by [DECEA3]2%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]4%[-]，爆頭經驗增加 [DECEA3]2%[-]
perkBullsEyeRank3Desc,progression,Skills,,Kill 60 zombies with headshots,用爆頭殺死 60 隻殭屍
perkBullsEyeRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]6%[-], Headshot experience increased by [DECEA3]3%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]6%[-]，爆頭經驗增加 [DECEA3]3%[-]
perkBullsEyeRank4Desc,progression,Skills,,Kill 100 zombies with headshots,用爆頭殺死 100 隻殭屍
perkBullsEyeRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]8%[-], Headshot experience increased by [DECEA3]4%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]8%[-]，爆頭經驗增加 [DECEA3]4%[-]
perkBullsEyeRank5Desc,progression,Skills,,Kill 175 zombies with headshots,用爆頭殺死 175 隻殭屍
perkBullsEyeRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]10%[-], Headshot experience increased by [DECEA3]5%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]10%[-]，爆頭經驗增加 [DECEA3]5%[-]
perkBullsEyeRank6Desc,progression,Skills,,Kill 250 zombies with headshots,用爆頭殺死 250 名殭屍
perkBullsEyeRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]12%[-], Headshot experience increased by [DECEA3]6%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]12%[-]，爆頭經驗增加 [DECEA3]6%[-]
perkBullsEyeRank7Desc,progression,Skills,,Kill 350 zombies with headshots,用爆頭殺死 350 隻殭屍
perkBullsEyeRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]14%[-], Headshot experience increased by [DECEA3]7%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]14%[-]，爆頭經驗增加 [DECEA3]7%[-]
perkBullsEyeRank8Desc,progression,Skills,,Kill 450 zombies with headshots,用爆頭殺死 450 隻殭屍
perkBullsEyeRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]16%[-], Headshot experience increased by [DECEA3]8%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]16%[-]，爆頭經驗增加 [DECEA3]8%[-]
perkBullsEyeRank9Desc,progression,Skills,,Kill 550 zombies with headshots,用爆頭殺死 550 隻殭屍
perkBullsEyeRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]18%[-], Headshot experience increased by [DECEA3]9%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]18%[-]，爆頭經驗增加 [DECEA3]9%[-]
perkBullsEyeRank10Desc,progression,Skills,,Kill 700 zombies with headshots,用爆頭殺死 700 隻殭屍
perkBullsEyeRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]20%[-], Headshot experience increased by [DECEA3]10%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]20%[-]，爆頭經驗增加 [DECEA3]10%[-]
perkBullsEyeRank11Desc,progression,Skills,,Kill 850 zombies with headshots,用爆頭殺死 850 隻殭屍
perkBullsEyeRank11LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]22%[-], Headshot experience increased by [DECEA3]11%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]22%[-]，爆頭經驗增加 [DECEA3]11%[-]
perkBullsEyeRank12Desc,progression,Skills,,Kill 1000 zombies with headshots,用爆頭殺死 1000 隻殭屍
perkBullsEyeRank12LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]24%[-], Headshot experience increased by [DECEA3]12%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]24%[-]，爆頭經驗增加 [DECEA3]12%[-]
perkBullsEyeRank13Desc,progression,Skills,,Kill 1200 zombies with headshots,用爆頭殺死 1200 隻殭屍
perkBullsEyeRank13LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]26%[-], Headshot experience increased by [DECEA3]13%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]26%[-]，爆頭經驗增加 [DECEA3]13%[-]
perkBullsEyeRank14Desc,progression,Skills,,Kill 1400 zombies with headshots,用爆頭殺死 1400 隻殭屍
perkBullsEyeRank14LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]28%[-], Headshot experience increased by [DECEA3]14%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]28%[-]，爆頭經驗增加 [DECEA3]14%[-]
perkBullsEyeRank15Desc,progression,Skills,,Kill 1600 zombies with headshots,用爆頭殺死 1600 隻殭屍
perkBullsEyeRank15LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]30%[-], Headshot experience increased by [DECEA3]15%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]30%[-]，爆頭經驗增加 [DECEA3]15%[-]
perkBullsEyeRank16Desc,progression,Skills,,Kill 1800 zombies with headshots,用爆頭殺死 1800 隻殭屍
perkBullsEyeRank16LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]32%[-], Headshot experience increased by [DECEA3]16%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]32%[-]，爆頭經驗增加 [DECEA3]16%[-]
perkBullsEyeRank17Desc,progression,Skills,,Kill 2000 zombies with headshots,用爆頭殺死 2000 隻殭屍
perkBullsEyeRank17LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]34%[-], Headshot experience increased by [DECEA3]17%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]34%[-]，爆頭經驗增加 [DECEA3]17%[-]
perkBullsEyeRank18Desc,progression,Skills,,Kill 2300 zombies with headshots,用爆頭殺死 2300 隻殭屍
perkBullsEyeRank18LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]36%[-], Headshot experience increased by [DECEA3]18%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]36%[-]，爆頭經驗增加 [DECEA3]18%[-]
perkBullsEyeRank19Desc,progression,Skills,,Kill 2650 zombies with headshots,用爆頭殺死 2650 隻殭屍
perkBullsEyeRank19LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]38%[-], Headshot experience increased by [DECEA3]19%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]38%[-]，爆頭經驗增加 [DECEA3]19%[-]
perkBullsEyeRank20Desc,progression,Skills,,Kill 2900 zombies with headshots,用爆頭殺死 2900 隻殭屍
perkBullsEyeRank20LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]40%[-], Headshot experience increased by [DECEA3]20%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]40%[-]，爆頭經驗增加 [DECEA3]20%[-]
perkBullsEyeRank21Desc,progression,Skills,,Kill 3200 zombies with headshots,用爆頭殺死 3200 隻殭屍
perkBullsEyeRank21LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]42%[-], Headshot experience increased by [DECEA3]21%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]42%[-]，爆頭經驗增加 [DECEA3]21%[-]
perkBullsEyeRank22Desc,progression,Skills,,Kill 3600 zombies with headshots,用爆頭殺死 3600 隻殭屍
perkBullsEyeRank22LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]44%[-], Headshot experience increased by [DECEA3]22%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]44%[-]，爆頭經驗增加 [DECEA3]22%[-]
perkBullsEyeRank23Desc,progression,Skills,,Kill 4000 zombies with headshots,用爆頭殺死 4000 隻殭屍
perkBullsEyeRank23LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]46%[-], Headshot experience increased by [DECEA3]23%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]46%[-]，爆頭經驗增加 [DECEA3]23%[-]
perkBullsEyeRank24Desc,progression,Skills,,Kill 4400 zombies with headshots,用爆頭殺死 4400 隻殭屍
perkBullsEyeRank24LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]48%[-], Headshot experience increased by [DECEA3]24%[-]",[DECEA3]獎勵：[-]\n爆頭傷害增加 [DECEA3]48%[-]，爆頭經驗增加 [DECEA3]24%[-]
perkBullsEyeRank25Desc,progression,Skills,,Kill 5000 zombies with headshots,用爆頭殺死 5000 隻殭屍
perkBullsEyeRank25LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nHeadshot damage increased by [DECEA3]50%[-], Headshot experience increased by [DECEA3]25%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]FINE FINISHING OFF[-]\nWhen killing an enemy with a headshot, there is a small chance to gain an additional skill point. When killing in melee, the chance is higher.",[DECEA3]獎勵：[-]\n爆頭傷害增加[DECEA3]50%[-]，爆頭經驗增加[DECEA3]25%[-]\n\n[DECEA3]獎勵能力[-] [FFB800]精細終結[-]\n爆頭殺死敵人時，有小數點獲得額外技能。近戰擊殺時，幾率更高。
perkRangeHuntName,progression,perk,,At death's distance,在死亡的距離
perkRangeHuntDesc,progression,perk,,It is much safer to keep your distance from all these creatures. Kill as many zombies as you can with ranged weapons.\n\n[DECEA3]Kills so far: {cvar(CountRangeHunt:0)}[-],與所有這些生物保持距離會更安全。使用遠程武器殺死盡可能多的殭屍。 \n\n[DECEA3]迄今擊殺數：{cvar(CountRangeHunt:0)}[-]
RangeHunt_LevelUP,UI,Tooltip,,Increased passive skill: At death's distance,被動技能增加：死亡之距
reqPerkRangeHunt01,progression,Attribute,,{cvar(CountRangeHunt:0)} of 45,{cvar(CountRangeHunt:0)} 共 45 條
reqPerkRangeHunt02,progression,Attribute,,{cvar(CountRangeHunt:0)} of 90,{cvar(CountRangeHunt:0)} 共 90 個
reqPerkRangeHunt03,progression,Attribute,,{cvar(CountRangeHunt:0)} of 180,{cvar(CountRangeHunt:0)} 共 180
reqPerkRangeHunt04,progression,Attribute,,{cvar(CountRangeHunt:0)} of 300,{cvar(CountRangeHunt:0)} 共 300
reqPerkRangeHunt05,progression,Attribute,,{cvar(CountRangeHunt:0)} of 525,{cvar(CountRangeHunt:0)}共 525 條
reqPerkRangeHunt06,progression,Attribute,,{cvar(CountRangeHunt:0)} of 750,{cvar(CountRangeHunt:0)} 共 750 個
reqPerkRangeHunt07,progression,Attribute,,{cvar(CountRangeHunt:0)} of 1050,{cvar(CountRangeHunt:0)} 共 1050 個
reqPerkRangeHunt08,progression,Attribute,,{cvar(CountRangeHunt:0)} of 1350,{cvar(CountRangeHunt:0)} 共 1350 個
reqPerkRangeHunt09,progression,Attribute,,{cvar(CountRangeHunt:0)} of 1650,{cvar(CountRangeHunt:0)} 共 1650 個
reqPerkRangeHunt10,progression,Attribute,,{cvar(CountRangeHunt:0)} of 2100,{cvar(CountRangeHunt:0)} 共 2100
reqPerkRangeHunt11,progression,Attribute,,{cvar(CountRangeHunt:0)} of 2550,{cvar(CountRangeHunt:0)} 共 2550 個
reqPerkRangeHunt12,progression,Attribute,,{cvar(CountRangeHunt:0)} of 3000,{cvar(CountRangeHunt:0)} 共 3000
reqPerkRangeHunt13,progression,Attribute,,{cvar(CountRangeHunt:0)} of 3600,{cvar(CountRangeHunt:0)} 共 3600
reqPerkRangeHunt14,progression,Attribute,,{cvar(CountRangeHunt:0)} of 4200,{cvar(CountRangeHunt:0)} 共 4200
reqPerkRangeHunt15,progression,Attribute,,{cvar(CountRangeHunt:0)} of 4800,{cvar(CountRangeHunt:0)} 共 4800
reqPerkRangeHunt16,progression,Attribute,,{cvar(CountRangeHunt:0)} of 5400,{cvar(CountRangeHunt:0)} 共 5400 個
reqPerkRangeHunt17,progression,Attribute,,{cvar(CountRangeHunt:0)} of 6000,{cvar(CountRangeHunt:0)} 共 6000
reqPerkRangeHunt18,progression,Attribute,,{cvar(CountRangeHunt:0)} of 6900,{cvar(CountRangeHunt:0)} 共 6900
reqPerkRangeHunt19,progression,Attribute,,{cvar(CountRangeHunt:0)} of 7950,{cvar(CountRangeHunt:0)} 共 7950 個
reqPerkRangeHunt20,progression,Attribute,,{cvar(CountRangeHunt:0)} of 8700,{cvar(CountRangeHunt:0)} 共 8700 個
reqPerkRangeHunt21,progression,Attribute,,{cvar(CountRangeHunt:0)} of 9600,{cvar(CountRangeHunt:0)} 共 9600
reqPerkRangeHunt22,progression,Attribute,,{cvar(CountRangeHunt:0)} of 10800,{cvar(CountRangeHunt:0)} 共 10800
reqPerkRangeHunt23,progression,Attribute,,{cvar(CountRangeHunt:0)} of 12000,{cvar(CountRangeHunt:0)} 共 12000
reqPerkRangeHunt24,progression,Attribute,,{cvar(CountRangeHunt:0)} of 13200,{cvar(CountRangeHunt:0)} 共 13200
reqPerkRangeHunt25,progression,Attribute,,{cvar(CountRangeHunt:0)} of 15000,{cvar(CountRangeHunt:0)} 共 15000
perkRangeHuntRank1Desc,progression,Skills,,Kill 45 zombies with ranged weapons,使用遠程武器殺死 45 隻殭屍
perkRangeHuntRank1LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]1%[-], Weapon breakdown rate decreased by [DECEA3]1%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害增加 [DECEA3]1%[-]，武器損壞率減少 [DECEA3]1%[-]
perkRangeHuntRank2Desc,progression,Skills,,Kill 90 zombies with ranged weapons,使用遠程武器殺死 90 隻殭屍
perkRangeHuntRank2LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]2%[-], Weapon breakdown rate decreased by [DECEA3]2%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]2%[-]，武器損壞率降低 [DECEA3]2%[-]
perkRangeHuntRank3Desc,progression,Skills,,Kill 180 zombies with ranged weapons,使用遠程武器殺死 180 名殭屍
perkRangeHuntRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]3%[-], Weapon breakdown rate decreased by [DECEA3]3%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]3%[-]，武器損壞率降低 [DECEA3]3%[-]
perkRangeHuntRank4Desc,progression,Skills,,Kill 300 zombies with ranged weapons,使用遠程武器殺死 300 名殭屍
perkRangeHuntRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]4%[-], Weapon breakdown rate decreased by [DECEA3]4%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]4%[-]，武器損壞率降低 [DECEA3]4%[-]
perkRangeHuntRank5Desc,progression,Skills,,Kill 525 zombies with ranged weapons,使用遠程武器殺死 525 隻殭屍
perkRangeHuntRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]5%[-], Weapon breakdown rate decreased by [DECEA3]5%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]5%[-]，武器損壞率降低 [DECEA3]5%[-]
perkRangeHuntRank6Desc,progression,Skills,,Kill 750 zombies with ranged weapons,使用遠程武器殺死 750 隻殭屍
perkRangeHuntRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]6%[-], Weapon breakdown rate decreased by [DECEA3]6%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]6%[-]，武器損壞率降低 [DECEA3]6%[-]
perkRangeHuntRank7Desc,progression,Skills,,Kill 1050 zombies with ranged weapons,使用遠程武器殺死 1050 名殭屍
perkRangeHuntRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]7%[-], Weapon breakdown rate decreased by [DECEA3]7%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]7%[-]，武器損壞率降低 [DECEA3]7%[-]
perkRangeHuntRank8Desc,progression,Skills,,Kill 1350 zombies with ranged weapons,使用遠程武器殺死 1350 名殭屍
perkRangeHuntRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]8%[-], Weapon breakdown rate decreased by [DECEA3]8%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]8%[-]，武器損壞率降低 [DECEA3]8%[-]
perkRangeHuntRank9Desc,progression,Skills,,Kill 1650 zombies with ranged weapons,使用遠程武器殺死 1650 名殭屍
perkRangeHuntRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]9%[-], Weapon breakdown rate decreased by [DECEA3]9%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]9%[-]，武器損壞率降低 [DECEA3]9%[-]
perkRangeHuntRank10Desc,progression,Skills,,Kill 2100 zombies with ranged weapons,使用遠程武器殺死 2100 名殭屍
perkRangeHuntRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]10%[-], Weapon breakdown rate decreased by [DECEA3]10%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]10%[-]，武器損壞率降低 [DECEA3]10%[-]
perkRangeHuntRank11Desc,progression,Skills,,Kill 2550 zombies with ranged weapons,使用遠程武器殺死 2550 名殭屍
perkRangeHuntRank11LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]11%[-], Weapon breakdown rate decreased by [DECEA3]11%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]11%[-]，武器損壞率降低 [DECEA3]11%[-]
perkRangeHuntRank12Desc,progression,Skills,,Kill 3000 zombies with ranged weapons,使用遠程武器殺死 3000 名殭屍
perkRangeHuntRank12LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]12%[-], Weapon breakdown rate decreased by [DECEA3]12%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]12%[-]，武器損壞率降低 [DECEA3]12%[-]
perkRangeHuntRank13Desc,progression,Skills,,Kill 3600 zombies with ranged weapons,使用遠程武器殺死 3600 名殭屍
perkRangeHuntRank13LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]13%[-], Weapon breakdown rate decreased by [DECEA3]13%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]13%[-]，武器損壞率降低 [DECEA3]13%[-]
perkRangeHuntRank14Desc,progression,Skills,,Kill 4200 zombies with ranged weapons,使用遠程武器殺死 4200 名殭屍
perkRangeHuntRank14LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]14%[-], Weapon breakdown rate decreased by [DECEA3]14%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]14%[-]，武器損壞率降低 [DECEA3]14%[-]
perkRangeHuntRank15Desc,progression,Skills,,Kill 4800 zombies with ranged weapons,使用遠程武器殺死 4800 名殭屍
perkRangeHuntRank15LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]15%[-], Weapon breakdown rate decreased by [DECEA3]15%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]15%[-]，武器損壞率降低 [DECEA3]15%[-]
perkRangeHuntRank16Desc,progression,Skills,,Kill 5400 zombies with ranged weapons,使用遠程武器殺死 5400 名殭屍
perkRangeHuntRank16LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]16%[-], Weapon breakdown rate decreased by [DECEA3]16%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]16%[-]，武器損壞率降低 [DECEA3]16%[-]
perkRangeHuntRank17Desc,progression,Skills,,Kill 6000 zombies with ranged weapons,使用遠程武器殺死 6000 名殭屍
perkRangeHuntRank17LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]17%[-], Weapon breakdown rate decreased by [DECEA3]17%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]17%[-]，武器損壞率降低 [DECEA3]17%[-]
perkRangeHuntRank18Desc,progression,Skills,,Kill 6900 zombies with ranged weapons,使用遠程武器殺死 6900 隻殭屍
perkRangeHuntRank18LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]18%[-], Weapon breakdown rate decreased by [DECEA3]18%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害提高 [DECEA3]18%[-]，武器損壞率降低 [DECEA3]18%[-]
perkRangeHuntRank19Desc,progression,Skills,,Kill 7950 zombies with ranged weapons,使用遠程武器殺死 7950 隻殭屍
perkRangeHuntRank19LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]19%[-], Weapon breakdown rate decreased by [DECEA3]19%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害增加[DECEA3]19%[-]，武器損壞率減少[DECEA3]19%[-]
perkRangeHuntRank20Desc,progression,Skills,,Kill 8700 zombies with ranged weapons,使用遠程武器殺死 8700 隻殭屍
perkRangeHuntRank20LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]20%[-], Weapon breakdown rate decreased by [DECEA3]20%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害增加[DECEA3]20%[-]，武器損壞率減少[DECEA3]20%[-]
perkRangeHuntRank21Desc,progression,Skills,,Kill 9600 zombies with ranged weapons,使用遠程武器殺死 9600 隻殭屍
perkRangeHuntRank21LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]21%[-], Weapon breakdown rate decreased by [DECEA3]21%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害增加[DECEA3]21%[-]，武器損壞率減少[DECEA3]21%[-]
perkRangeHuntRank22Desc,progression,Skills,,Kill 10800 zombies with ranged weapons,使用遠程武器殺死 10800 名殭屍
perkRangeHuntRank22LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]22%[-], Weapon breakdown rate decreased by [DECEA3]22%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害增加[DECEA3]22%[-]，武器損壞率減少[DECEA3]22%[-]
perkRangeHuntRank23Desc,progression,Skills,,Kill 12000 zombies with ranged weapons,使用遠程武器殺死 12000 名殭屍
perkRangeHuntRank23LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]23%[-], Weapon breakdown rate decreased by [DECEA3]23%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害增加[DECEA3]23%[-]，武器損壞率減少[DECEA3]23%[-]
perkRangeHuntRank24Desc,progression,Skills,,Kill 13200 zombies with ranged weapons,使用遠程武器殺死 13200 名殭屍
perkRangeHuntRank24LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]24%[-], Weapon breakdown rate decreased by [DECEA3]24%[-]",[DECEA3]獎勵：[-]\n遠程武器傷害增加[DECEA3]24%[-]，武器損壞率減少[DECEA3]24%[-]
perkRangeHuntRank25Desc,progression,Skills,,Kill 15000 zombies with ranged weapons,"使用遠程武器殺死 15,000 名殭屍"
perkRangeHuntRank25LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]25%[-], Weapon breakdown rate decreased by [DECEA3]25%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]STAY OUT![-]\nYou are invulnerable while reloading",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]25%[-]，武器损坏率减少[DECEA3]25%[-]\n\n[DECEA3]奖励能力[-] [FFB800]远离！ [-]\n重新裝彈時你是無敵的
perkMeleeHuntName,progression,perk,,Closer than desired,比期望的更接近
perkMeleeHuntDesc,progression,perk,,"Slash, crush, and survive. Kill as many zombies as possible with melee weapons.\n\n[DECEA3]Kills so far: {cvar(CountMeleeHunt:0)}[-]",砍殺、粉碎並生存。使用近戰武器殺死盡可能多的殭屍。 \n\n[DECEA3]迄今擊殺數：{cvar(CountMeleeHunt:0)}[-]
MeleeHunt_LevelUP,UI,Tooltip,,Increased passive skill: Closer than desired,被動技能增加：比預期更接近
reqPerkMeleeHunt01,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 30,{cvar(CountMeleeHunt:0)} 共 30 條
