Key,Source,Context,Changes,English,Schinese
perkRangeHuntRank10Desc,progression,Skills,,Kill 2100 zombies with ranged weapons,使用远程武器杀死 2100 名僵尸
perkRangeHuntRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]10%[-], Weapon breakdown rate decreased by [DECEA3]10%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]10%[-]，武器损坏率减少[DECEA3]10%[-]
perkRangeHuntRank11Desc,progression,Skills,,Kill 2550 zombies with ranged weapons,使用远程武器杀死 2550 名僵尸
perkRangeHuntRank11LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]11%[-], Weapon breakdown rate decreased by [DECEA3]11%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]11%[-]，武器损坏率减少[DECEA3]11%[-]
perkRangeHuntRank12Desc,progression,Skills,,Kill 3000 zombies with ranged weapons,使用远程武器杀死 3000 名僵尸
perkRangeHuntRank12LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]12%[-], Weapon breakdown rate decreased by [DECEA3]12%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]12%[-]，武器损坏率减少[DECEA3]12%[-]
perkRangeHuntRank13Desc,progression,Skills,,Kill 3600 zombies with ranged weapons,使用远程武器杀死 3600 名僵尸
perkRangeHuntRank13LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]13%[-], Weapon breakdown rate decreased by [DECEA3]13%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]13%[-]，武器损坏率减少[DECEA3]13%[-]
perkRangeHuntRank14Desc,progression,Skills,,Kill 4200 zombies with ranged weapons,使用远程武器杀死 4200 名僵尸
perkRangeHuntRank14LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]14%[-], Weapon breakdown rate decreased by [DECEA3]14%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]14%[-]，武器损坏率减少[DECEA3]14%[-]
perkRangeHuntRank15Desc,progression,Skills,,Kill 4800 zombies with ranged weapons,使用远程武器杀死 4800 名僵尸
perkRangeHuntRank15LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]15%[-], Weapon breakdown rate decreased by [DECEA3]15%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]15%[-]，武器损坏率减少[DECEA3]15%[-]
perkRangeHuntRank16Desc,progression,Skills,,Kill 5400 zombies with ranged weapons,使用远程武器杀死 5400 名僵尸
perkRangeHuntRank16LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]16%[-], Weapon breakdown rate decreased by [DECEA3]16%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]16%[-]，武器损坏率减少[DECEA3]16%[-]
perkRangeHuntRank17Desc,progression,Skills,,Kill 6000 zombies with ranged weapons,使用远程武器杀死 6000 名僵尸
perkRangeHuntRank17LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]17%[-], Weapon breakdown rate decreased by [DECEA3]17%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]17%[-]，武器损坏率减少[DECEA3]17%[-]
perkRangeHuntRank18Desc,progression,Skills,,Kill 6900 zombies with ranged weapons,使用远程武器杀死 6900 只僵尸
perkRangeHuntRank18LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]18%[-], Weapon breakdown rate decreased by [DECEA3]18%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]18%[-]，武器损坏率减少[DECEA3]18%[-]
perkRangeHuntRank19Desc,progression,Skills,,Kill 7950 zombies with ranged weapons,使用远程武器杀死 7950 只僵尸
perkRangeHuntRank19LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]19%[-], Weapon breakdown rate decreased by [DECEA3]19%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]19%[-]，武器损坏率减少[DECEA3]19%[-]
perkRangeHuntRank20Desc,progression,Skills,,Kill 8700 zombies with ranged weapons,使用远程武器杀死 8700 只僵尸
perkRangeHuntRank20LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]20%[-], Weapon breakdown rate decreased by [DECEA3]20%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]20%[-]，武器损坏率减少[DECEA3]20%[-]
perkRangeHuntRank21Desc,progression,Skills,,Kill 9600 zombies with ranged weapons,使用远程武器杀死 9600 只僵尸
perkRangeHuntRank21LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]21%[-], Weapon breakdown rate decreased by [DECEA3]21%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]21%[-]，武器损坏率减少[DECEA3]21%[-]
perkRangeHuntRank22Desc,progression,Skills,,Kill 10800 zombies with ranged weapons,使用远程武器杀死 10800 名僵尸
perkRangeHuntRank22LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]22%[-], Weapon breakdown rate decreased by [DECEA3]22%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]22%[-]，武器损坏率减少[DECEA3]22%[-]
perkRangeHuntRank23Desc,progression,Skills,,Kill 12000 zombies with ranged weapons,使用远程武器杀死 12000 名僵尸
perkRangeHuntRank23LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]23%[-], Weapon breakdown rate decreased by [DECEA3]23%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]23%[-]，武器损坏率减少[DECEA3]23%[-]
perkRangeHuntRank24Desc,progression,Skills,,Kill 13200 zombies with ranged weapons,使用远程武器杀死 13200 名僵尸
perkRangeHuntRank24LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]24%[-], Weapon breakdown rate decreased by [DECEA3]24%[-]",[DECEA3]奖励：[-]\n远程武器伤害增加[DECEA3]24%[-]，武器损坏率减少[DECEA3]24%[-]
perkRangeHuntRank25Desc,progression,Skills,,Kill 15000 zombies with ranged weapons,使用远程武器杀死 15000 名僵尸
perkRangeHuntRank25LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nRanged weapon damage increased by [DECEA3]25%[-], Weapon breakdown rate decreased by [DECEA3]25%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]STAY OUT![-]\nYou are invulnerable while reloading",[DECEA3]BONUSES：[-]\n远程武器伤害增加[DECEA3]25%[-]，武器损坏率减少[DECEA3]25%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]STAY OUT![-]\n重装时你是无敌的
perkMeleeHuntName,progression,perk,,Closer than desired,比期望的更接近
perkMeleeHuntDesc,progression,perk,,"Slash, crush, and survive. Kill as many zombies as possible with melee weapons.\n\n[DECEA3]Kills so far: {cvar(CountMeleeHunt:0)}[-]",砍杀、粉碎并生存。使用近战武器杀死尽可能多的僵尸。\n\n[DECEA3]到目前为止杀死：{cvar(CountMeleeHunt:0)}[-]
MeleeHunt_LevelUP,UI,Tooltip,,Increased passive skill: Closer than desired,被动技能增加：比预期更接近
reqPerkMeleeHunt01,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 30,{cvar(CountMeleeHunt:0)} 共 30 个
reqPerkMeleeHunt02,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 60,{cvar(CountMeleeHunt:0)} 共 60 个
reqPerkMeleeHunt03,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 120,{cvar(CountMeleeHunt:0)} 共 120 个
reqPerkMeleeHunt04,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 200,ZXPTOKEN0Q 共 200 个
reqPerkMeleeHunt05,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 350,{cvar(CountMeleeHunt:0)} 共 350 个
reqPerkMeleeHunt06,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 500,ZXPTOKEN0Q 共 500 个
reqPerkMeleeHunt07,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 700,ZXPTOKEN0Q 共 700 个
reqPerkMeleeHunt08,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 900,ZXPTOKEN0Q 共 900 个
reqPerkMeleeHunt09,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 1100,ZXPTOKEN0Q 共 1100 个
reqPerkMeleeHunt10,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 1400,{cvar(CountMeleeHunt:0)} 共 1400 个
reqPerkMeleeHunt11,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 1700,{cvar(CountMeleeHunt:0)} 共 1700 个
reqPerkMeleeHunt12,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 2000,2000年{cvar(CountMeleeHunt:0)}
reqPerkMeleeHunt13,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 2400,ZXPTOKEN0Q 共 2400 个
reqPerkMeleeHunt14,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 2800,{cvar(CountMeleeHunt:0)} 共 2800 个
reqPerkMeleeHunt15,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 3200,ZXPTOKEN0Q 共 3200 个
reqPerkMeleeHunt16,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 3600,ZXPTOKEN0Q 共 3600 个
reqPerkMeleeHunt17,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 4000,ZXPTOKEN0Q 共 4000 个
reqPerkMeleeHunt18,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 4600,ZXPTOKEN0Q 共 4600 个
reqPerkMeleeHunt19,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 5300,ZXPTOKEN0Q 共 5300 个
reqPerkMeleeHunt20,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 5800,{cvar(CountMeleeHunt:0)} 共 5800 个
reqPerkMeleeHunt21,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 6400,ZXPTOKEN0Q 共 6400 个
reqPerkMeleeHunt22,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 7200,{cvar(CountMeleeHunt:0)} 共 7200 个
reqPerkMeleeHunt23,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 8000,ZXPTOKEN0Q 共 8000 个
reqPerkMeleeHunt24,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 8800,ZXPTOKEN0Q 共 8800 个
reqPerkMeleeHunt25,progression,Attribute,,{cvar(CountMeleeHunt:0)} of 10000,ZXPTOKEN0Q 共 10000 个
perkMeleeHuntRank1Desc,progression,Skills,,Kill 30 zombies with melee weapons,用近战武器杀死 30 只僵尸
perkMeleeHuntRank1LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]1%[-], Melee kill experience increased by [DECEA3]4%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]2%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]2%[-]. Maximum bonus [DECEA3]10%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]1%[-]，近战击杀经验增加[DECEA3]4%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]2%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]2%[-]。最大奖金[DECEA3]10%[-]
perkMeleeHuntRank2Desc,progression,Skills,,Kill 60 zombies with melee weapons,用近战武器杀死 60 只僵尸
perkMeleeHuntRank2LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]2%[-], Melee kill experience increased by [DECEA3]8%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]4%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]2%[-]. Maximum bonus [DECEA3]10%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]2%[-]，近战击杀经验增加[DECEA3]8%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]4%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]2%[-]。最大奖金[DECEA3]10%[-]
perkMeleeHuntRank3Desc,progression,Skills,,Kill 120 zombies with melee weapons,用近战武器杀死 120 只僵尸
perkMeleeHuntRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]3%[-], Melee kill experience increased by [DECEA3]12%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]6%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]2%[-]. Maximum bonus [DECEA3]10%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]3%[-]，近战击杀经验增加[DECEA3]12%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]6%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]2%[-]。最大奖金[DECEA3]10%[-]
perkMeleeHuntRank4Desc,progression,Skills,,Kill 200 zombies with melee weapons,使用近战武器杀死 200 名僵尸
perkMeleeHuntRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]4%[-], Melee kill experience increased by [DECEA3]16%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]8%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]2%[-]. Maximum bonus [DECEA3]10%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]4%[-]，近战击杀经验增加[DECEA3]16%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]8%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]2%[-]。最大奖金[DECEA3]10%[-]
perkMeleeHuntRank5Desc,progression,Skills,,Kill 350 zombies with melee weapons,使用近战武器杀死 350 名僵尸
perkMeleeHuntRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]5%[-], Melee kill experience increased by [DECEA3]20%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]10%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]4%[-]. Maximum bonus [DECEA3]20%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]5%[-]，近战击杀经验增加[DECEA3]20%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]10%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]4%[-]。最大奖金[DECEA3]20%[-]
perkMeleeHuntRank6Desc,progression,Skills,,Kill 500 zombies with melee weapons,使用近战武器杀死 500 名僵尸
perkMeleeHuntRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]6%[-], Melee kill experience increased by [DECEA3]24%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]12%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]4%[-]. Maximum bonus [DECEA3]20%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]6%[-]，近战击杀经验增加[DECEA3]24%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]12%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]4%[-]。最大奖金[DECEA3]20%[-]
perkMeleeHuntRank7Desc,progression,Skills,,Kill 700 zombies with melee weapons,用近战武器杀死 700 只僵尸
perkMeleeHuntRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]7%[-], Melee kill experience increased by [DECEA3]28%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]14%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]4%[-]. Maximum bonus [DECEA3]20%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]7%[-]，近战击杀经验增加[DECEA3]28%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]14%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]4%[-]。最大奖金[DECEA3]20%[-]
perkMeleeHuntRank8Desc,progression,Skills,,Kill 900 zombies with melee weapons,用近战武器杀死 900 只僵尸
perkMeleeHuntRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]8%[-], Melee kill experience increased by [DECEA3]32%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]16%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]4%[-]. Maximum bonus [DECEA3]20%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]8%[-]，近战击杀经验增加[DECEA3]32%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]16%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]4%[-]。最大奖金[DECEA3]20%[-]
perkMeleeHuntRank9Desc,progression,Skills,,Kill 1100 zombies with melee weapons,使用近战武器杀死 1100 名僵尸
perkMeleeHuntRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]9%[-], Melee kill experience increased by [DECEA3]36%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]18%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]4%[-]. Maximum bonus [DECEA3]20%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]9%[-]，近战击杀经验增加[DECEA3]36%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]18%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]4%[-]。最大奖金[DECEA3]20%[-]
perkMeleeHuntRank10Desc,progression,Skills,,Kill 1400 zombies with melee weapons,使用近战武器杀死 1400 名僵尸
perkMeleeHuntRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]10%[-], Melee kill experience increased by [DECEA3]40%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]20%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]6%[-]. Maximum bonus [DECEA3]30%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]10%[-]，近战击杀经验增加[DECEA3]40%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]20%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]6%[-]。最大奖金[DECEA3]30%[-]
perkMeleeHuntRank11Desc,progression,Skills,,Kill 1700 zombies with melee weapons,使用近战武器杀死 1700 名僵尸
perkMeleeHuntRank11LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]11%[-], Melee kill experience increased by [DECEA3]44%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]22%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]6%[-]. Maximum bonus [DECEA3]30%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]11%[-]，近战击杀经验增加[DECEA3]44%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]22%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]6%[-]。最大奖金[DECEA3]30%[-]
perkMeleeHuntRank12Desc,progression,Skills,,Kill 2000 zombies with melee weapons,使用近战武器杀死 2000 名僵尸
perkMeleeHuntRank12LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]12%[-], Melee kill experience increased by [DECEA3]48%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]24%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]6%[-]. Maximum bonus [DECEA3]30%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]12%[-]，近战击杀经验增加[DECEA3]48%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]24%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]6%[-]。最大奖金[DECEA3]30%[-]
perkMeleeHuntRank13Desc,progression,Skills,,Kill 2400 zombies with melee weapons,使用近战武器杀死 2400 名僵尸
perkMeleeHuntRank13LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]13%[-], Melee kill experience increased by [DECEA3]52%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]26%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]6%[-]. Maximum bonus [DECEA3]30%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]13%[-]，近战击杀经验增加[DECEA3]52%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]26%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]6%[-]。最大奖金[DECEA3]30%[-]
perkMeleeHuntRank14Desc,progression,Skills,,Kill 2800 zombies with melee weapons,使用近战武器杀死 2800 名僵尸
perkMeleeHuntRank14LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]14%[-], Melee kill experience increased by [DECEA3]56%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]28%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]6%[-]. Maximum bonus [DECEA3]30%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]14%[-]，近战击杀经验增加[DECEA3]56%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]28%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]6%[-]。最大奖金[DECEA3]30%[-]
perkMeleeHuntRank15Desc,progression,Skills,,Kill 3200 zombies with melee weapons,使用近战武器杀死 3200 名僵尸
perkMeleeHuntRank15LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]15%[-], Melee kill experience increased by [DECEA3]60%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]8%[-]. Maximum bonus [DECEA3]40%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]15%[-]，近战击杀经验增加[DECEA3]60%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]30%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]8%[-]。最大奖金[DECEA3]40%[-]
perkMeleeHuntRank16Desc,progression,Skills,,Kill 3600 zombies with melee weapons,使用近战武器杀死 3600 名僵尸
perkMeleeHuntRank16LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]16%[-], Melee kill experience increased by [DECEA3]64%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]32%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]8%[-]. Maximum bonus [DECEA3]40%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]16%[-]，近战击杀经验增加[DECEA3]64%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]32%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]8%[-]。最大奖金[DECEA3]40%[-]
perkMeleeHuntRank17Desc,progression,Skills,,Kill 4000 zombies with melee weapons,用近战武器杀死 4000 只僵尸
perkMeleeHuntRank17LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]17%[-], Melee kill experience increased by [DECEA3]68%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]34%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]8%[-]. Maximum bonus [DECEA3]40%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]17%[-]，近战击杀经验增加[DECEA3]68%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]34%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]8%[-]。最大奖金[DECEA3]40%[-]
perkMeleeHuntRank18Desc,progression,Skills,,Kill 4600 zombies with melee weapons,用近战武器杀死 4600 只僵尸
perkMeleeHuntRank18LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]18%[-], Melee kill experience increased by [DECEA3]72%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]36%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]8%[-]. Maximum bonus [DECEA3]40%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]18%[-]，近战击杀经验增加[DECEA3]72%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]36%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]8%[-]。最大奖金[DECEA3]40%[-]
perkMeleeHuntRank19Desc,progression,Skills,,Kill 5300 zombies with melee weapons,用近战武器杀死 5300 只僵尸
