Key,File,Type,UsedInMainMenu,english,schinese
eventAECExplosiveEagleWave4_msg_T12,gameevents,,,WAVE 4: More radiated vultures are circling in. Stay moving.,第4波：更多辐射秃鹫正在盘旋逼近，保持移动。
eventAECExplosiveEagleWave5_msg_T12,gameevents,,,WAVE 5: Final dive. Break the flock and brace for the Eagle.,第5波：最后一次俯冲。击溃鸟群，准备迎战爆破之鹰。
itemAECExplosiveEagleHuntContract_T12,,,,[FFD700]AEC |[-] [FFD700]Explosive Eagle Contract | Boss Hunt[-] [4★],[FFD700]AEC |[-] [FFD700]爆破之鹰契约 | 首领猎杀[-] [4★]
itemAECExplosiveEagleHuntContract_desc_T12,,,,"A bounty contract for the Explosive Eagle. Track it down, survive five timed waves, and bring it out of the sky. [4★]",爆破之鹰悬赏契约。追踪目标，抵御五波限时进攻并将其从空中击落。 [4★]
questAECExplosiveEagleHunt_completion_T12,quests,,,Target neutralized. The sky is clear for now.,目标已被消灭，天空暂时安全了。
questAECExplosiveEagleHunt_description_T12,quests,,,"Activate the rally, place the lure, survive five timed attack waves, and bring the Explosive Eagle down.",激活集结点并放置诱饵，抵御五波限时进攻，然后击落爆破之鹰。
questAECExplosiveEagleHunt_name_T12,quests,,,[FF6A00]Hunt: The Explosive Eagle[-] [4★],[FF6A00]猎杀: 爆破之鹰[-] [4★]
questAECExplosiveEagleHunt_obj_kill_T12,quests,,,Kill the Explosive Eagle,击杀爆破之鹰
questAECExplosiveEagleHunt_offer_T12,quests,,,"Danger close. Trigger the rally, drop the lure, survive five timed waves of pressure, and kill the Explosive Eagle.",危险逼近。触发集结点、放置诱饵，抵御五波限时进攻并击杀爆破之鹰。
questAECExplosiveEagleHunt_response_T12,quests,,,AEC BOSS FIGHT - [FFAA00]Hunt: The Explosive Eagle[-],AEC 首领战斗 - [FFAA00]猎杀: 爆破之鹰[-]
questAECExplosiveEagleHunt_statement_T12,quests,,,"survive five timed waves, and kill the Explosive Eagle.",抵御五波限时进攻，然后击杀爆破之鹰。
questAECExplosiveEagleHunt_subtitle_T12,quests,,,T4 Boss Hunt,T4 首领猎杀
eventAECExplosiveEagleHuntArrival_msg_T15,gameevents,,,ALERT: The Explosive Eagle has been spotted overhead. Expect fire and blast damage.,警报：发现爆破之鹰在上空盘旋。小心火焰与爆炸伤害。
eventAECExplosiveEagleHuntBossSpawn_msg_T15,gameevents,,,"BOSS: The Explosive Eagle is in the air. Watch for fire, gas, and blast pressure.",首领：爆破之鹰已经升空。小心火焰、毒气与爆炸冲击。
eventAECExplosiveEagleWave1_msg_T15,gameevents,,,WAVE 1: The first attackers are closing in under the Eagles shadow.,第1波：第一批袭击者正在爆破之鹰的阴影下逼近。
eventAECExplosiveEagleWave2_msg_T15,gameevents,,,WAVE 2: Stronger infected incoming. Hold your ground.,第2波：更强的感染者正在接近，守住阵地。
eventAECExplosiveEagleWave3_msg_T15,gameevents,,,WAVE 3: Charged and infernal infected are here. The pressure is rising.,第 3 波： 带电与地狱感染者已经出现，压力正在上升。
eventAECExplosiveEagleWave4_msg_T15,gameevents,,,WAVE 4: More radiated vultures are circling in. Stay moving.,第4波：更多辐射秃鹫正在盘旋逼近，保持移动。
eventAECExplosiveEagleWave5_msg_T15,gameevents,,,WAVE 5: Final dive. Break the flock and brace for the Eagle.,第5波：最后一次俯冲。击溃鸟群，准备迎战爆破之鹰。
itemAECExplosiveEagleHuntContract_T15,,,,[FFD700]AEC |[-] [FFD700]Explosive Eagle Contract | Boss Hunt[-] [5★],[FFD700]AEC |[-] [FFD700]爆破之鹰契约 | 首领猎杀[-] [5★]
itemAECExplosiveEagleHuntContract_desc_T15,,,,"A bounty contract for the Explosive Eagle. Track it down, survive five timed waves, and bring it out of the sky. [5★]",爆破之鹰悬赏契约。追踪目标，抵御五波限时进攻并将其从空中击落。 [5★]
questAECExplosiveEagleHunt_completion_T15,quests,,,Target neutralized. The sky is clear for now.,目标已被消灭，天空暂时安全了。
questAECExplosiveEagleHunt_description_T15,quests,,,"Activate the rally, place the lure, survive five timed attack waves, and bring the Explosive Eagle down.",激活集结点并放置诱饵，抵御五波限时进攻，然后击落爆破之鹰。
questAECExplosiveEagleHunt_name_T15,quests,,,[FF6A00]Hunt: The Explosive Eagle[-] [5★],[FF6A00]猎杀: 爆破之鹰[-] [5★]
questAECExplosiveEagleHunt_obj_kill_T15,quests,,,Kill the Explosive Eagle,击杀爆破之鹰
questAECExplosiveEagleHunt_offer_T15,quests,,,"Danger close. Trigger the rally, drop the lure, survive five timed waves of pressure, and kill the Explosive Eagle.",危险逼近。触发集结点、放置诱饵，抵御五波限时进攻并击杀爆破之鹰。
questAECExplosiveEagleHunt_response_T15,quests,,,AEC BOSS FIGHT - [FFAA00]Hunt: The Explosive Eagle[-],AEC 首领战斗 - [FFAA00]猎杀: 爆破之鹰[-]
questAECExplosiveEagleHunt_statement_T15,quests,,,"survive five timed waves, and kill the Explosive Eagle.",抵御五波限时进攻，然后击杀爆破之鹰。
questAECExplosiveEagleHunt_subtitle_T15,quests,,,T4 Boss Hunt,T4 首领猎杀
eventAECGhostArrival_Hunt_msg_T03,gameevents,,,The hunt begins under cover of night. Push through the servants and kill The Ghost.,猎杀在夜幕下开始。突破仆从的阻拦并消灭幽灵。
eventAECGhostArrival_PhantomCourt_msg_T03,gameevents,,,The Phantom Court gathers. Survive the royal procession and slay its ruler.,幻影王庭正在集结。抵御皇家仪仗队并杀死它们的统治者。
eventAECGhostBossSpawn_Hunt_msg_T03,gameevents,,,BOSS: The Ghost answers your challenge.,首领：幽灵接受了你的挑战。
eventAECGhostWave_Hunt1_msg_T03,gameevents,,,Wave 1: Elite ghost minions are advancing.,第1波：幽灵精英仆从正在推进。
eventAECGhostWave_Hunt2_msg_T03,gameevents,,,Wave 2: The elite escort grows heavier.,第2波：精英护卫的力量更加强大。
eventAECGhostWave_Hunt3_msg_T03,gameevents,,,Wave 3: The elite escort keeps advancing.,第3波：精英护卫仍在不断推进。
itemAECGhostContract_100waveschallenge_phantommosaic_T03,,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [1★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [1★]
itemAECGhostContract_100waveschallenge_phantommosaic_desc_T03,,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [1★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [1★]
itemAECGhostHuntContract_T03,,,,[FF0000]AEC |[-] [FFD700]Ghost Contract | Hunt[-],[FF0000]AEC |[-] [FFD700]幽灵契约 | 猎杀[-]
itemAECGhostHuntContract_desc_T03,,,,Contract: Survive five elite night waves then kill The Ghost.,契约：抵御五波夜间精英部队，然后击杀幽灵。
questAECGhost_obj_wave1_T03,quests,,,Wave 1: Survive Ghost Assault,波 1: 抵御幽灵突袭
questAECGhost_obj_wave2_T03,quests,,,Wave 2: Survive Ghost Assault,波 2: 抵御幽灵突袭
questAECGhost_obj_wave3_T03,quests,,,Wave 3: Survive Ghost Assault,波 3: 抵御幽灵突袭
questAECGhostEndlessPhantomMosaic_completion_T03,quests,,false,Contract complete. All 100 waves cleared. [1★],契约完成：全部 100 波均已清除。 [1★]
questAECGhostEndlessPhantomMosaic_description_T03,quests,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [1★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [1★]
questAECGhostEndlessPhantomMosaic_name_T03,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [1★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [1★]
questAECGhostEndlessPhantomMosaic_offer_T03,quests,,false,AEC has formalized this contract. Place the lure and survive all 100 waves. [1★],AEC 已正式发布这份契约。放置诱饵并挺过全部 100 波。 [1★]
questAECGhostEndlessPhantomMosaic_response_T03,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [1★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [1★]
questAECGhostEndlessPhantomMosaic_statement_T03,quests,,false,"I'll deploy the lure, survive all 100 waves, and finish the contract. [1★]",我会部署诱饵、挺过全部 100 波并完成契约。 [1★]
questAECGhostEndlessPhantomMosaic_subtitle_T03,quests,,false,AEC Super-Challenge Contract [1★],AEC 超级挑战契约 [1★]
questAECGhostHunt_completion_T03,quests,,,The Ghost is dead and the night is quieter.,幽灵已被消灭，夜晚终于安静了一些。
questAECGhostHunt_description_T03,quests,,,"Activate the rally, place the lure, survive five elite night waves, then kill The Ghost.",激活集结点并放置诱饵，抵御五波敌人，然后击杀幽灵。
questAECGhostHunt_name_T03,quests,,,[D6E6FF]HUNT: The Ghost[-],[D6E6FF]猎杀： 幽灵[-]
questAECGhostHunt_obj_kill_T03,quests,,,Kill The Ghost,击杀幽灵
questAECGhostHunt_offer_T03,quests,,,"This is the real hunt. Trigger the rally, place the lure, survive the escort, and finish The Ghost.",这才是真正的猎杀。触发集结点、放置诱饵，抵御护卫部队并消灭幽灵。
questAECGhostHunt_response_T03,quests,,,AEC BOSS FIGHT - [FF0000]HUNT: The Ghost[-],AEC 首领战斗 - [FF0000]猎杀： 幽灵[-]
questAECGhostHunt_statement_T03,quests,,,"I will activate the rally, place the lure, and finish the hunt.",我会激活集结点、放置诱饵并完成这场猎杀。
questAECGhostHunt_subtitle_T03,quests,,,Ghost T5 Boss Hunt,幽灵 T5 首领猎杀
questAECGhostMinionAssault_name_T03,quests,,false,[CCAA44]Ghost Minion Assault[-] [1★],[CCAA44]幽灵仆从突袭[-] [1★]
eventAECGhostArrival_Hunt_msg_T06,gameevents,,,The hunt begins under cover of night. Push through the servants and kill The Ghost.,猎杀在夜幕下开始。突破仆从的阻拦并消灭幽灵。
eventAECGhostArrival_PhantomCourt_msg_T06,gameevents,,,The Phantom Court gathers. Survive the royal procession and slay its ruler.,幻影王庭正在集结。抵御皇家仪仗队并杀死它们的统治者。
eventAECGhostBossSpawn_Hunt_msg_T06,gameevents,,,BOSS: The Ghost answers your challenge.,首领：幽灵接受了你的挑战。
eventAECGhostWave_Hunt1_msg_T06,gameevents,,,Wave 1: Elite ghost minions are advancing.,第1波：幽灵精英仆从正在推进。
eventAECGhostWave_Hunt2_msg_T06,gameevents,,,Wave 2: The elite escort grows heavier.,第2波：精英护卫的力量更加强大。
eventAECGhostWave_Hunt3_msg_T06,gameevents,,,Wave 3: The elite escort keeps advancing.,第3波：精英护卫仍在不断推进。
itemAECGhostContract_100waveschallenge_phantommosaic_T06,,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [2★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [2★]
itemAECGhostContract_100waveschallenge_phantommosaic_desc_T06,,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [2★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [2★]
itemAECGhostHuntContract_T06,,,,[FF0000]AEC |[-] [FFD700]Ghost Contract | Hunt[-],[FF0000]AEC |[-] [FFD700]幽灵契约 | 猎杀[-]
itemAECGhostHuntContract_desc_T06,,,,Contract: Survive five elite night waves then kill The Ghost.,契约：抵御五波夜间精英部队，然后击杀幽灵。
questAECGhost_obj_wave1_T06,quests,,,Wave 1: Survive Ghost Assault,波 1: 抵御幽灵突袭
questAECGhost_obj_wave2_T06,quests,,,Wave 2: Survive Ghost Assault,波 2: 抵御幽灵突袭
questAECGhost_obj_wave3_T06,quests,,,Wave 3: Survive Ghost Assault,波 3: 抵御幽灵突袭
questAECGhostEndlessPhantomMosaic_completion_T06,quests,,false,Contract complete. All 100 waves cleared. [2★],契约完成：全部 100 波均已清除。 [2★]
questAECGhostEndlessPhantomMosaic_description_T06,quests,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [2★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [2★]
questAECGhostEndlessPhantomMosaic_name_T06,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [2★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [2★]
questAECGhostEndlessPhantomMosaic_offer_T06,quests,,false,AEC has formalized this contract. Place the lure and survive all 100 waves. [2★],AEC 已正式发布这份契约。放置诱饵并挺过全部 100 波。 [2★]
questAECGhostEndlessPhantomMosaic_response_T06,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [2★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [2★]
questAECGhostEndlessPhantomMosaic_statement_T06,quests,,false,"I'll deploy the lure, survive all 100 waves, and finish the contract. [2★]",我会部署诱饵、挺过全部 100 波并完成契约。 [2★]
questAECGhostEndlessPhantomMosaic_subtitle_T06,quests,,false,AEC Super-Challenge Contract [2★],AEC 超级挑战契约 [2★]
questAECGhostHunt_completion_T06,quests,,,The Ghost is dead and the night is quieter.,幽灵已被消灭，夜晚终于安静了一些。
questAECGhostHunt_description_T06,quests,,,"Activate the rally, place the lure, survive five elite night waves, then kill The Ghost.",激活集结点并放置诱饵，抵御五波敌人，然后击杀幽灵。
questAECGhostHunt_name_T06,quests,,,[D6E6FF]HUNT: The Ghost[-],[D6E6FF]猎杀： 幽灵[-]
questAECGhostHunt_obj_kill_T06,quests,,,Kill The Ghost,击杀幽灵
questAECGhostHunt_offer_T06,quests,,,"This is the real hunt. Trigger the rally, place the lure, survive the escort, and finish The Ghost.",这才是真正的猎杀。触发集结点、放置诱饵，抵御护卫部队并消灭幽灵。
questAECGhostHunt_response_T06,quests,,,AEC BOSS FIGHT - [FF0000]HUNT: The Ghost[-],AEC 首领战斗 - [FF0000]猎杀： 幽灵[-]
questAECGhostHunt_statement_T06,quests,,,"I will activate the rally, place the lure, and finish the hunt.",我会激活集结点、放置诱饵并完成这场猎杀。
questAECGhostHunt_subtitle_T06,quests,,,Ghost T5 Boss Hunt,幽灵 T5 首领猎杀
questAECGhostMinionAssault_name_T06,quests,,false,[CCAA44]Ghost Minion Assault[-] [2★],[CCAA44]幽灵仆从突袭[-] [2★]
eventAECGhostArrival_Hunt_msg_T09,gameevents,,,The hunt begins under cover of night. Push through the servants and kill The Ghost.,猎杀在夜幕下开始。突破仆从的阻拦并消灭幽灵。
eventAECGhostArrival_PhantomCourt_msg_T09,gameevents,,,The Phantom Court gathers. Survive the royal procession and slay its ruler.,幻影王庭正在集结。抵御皇家仪仗队并杀死它们的统治者。
eventAECGhostBossSpawn_Hunt_msg_T09,gameevents,,,BOSS: The Ghost answers your challenge.,首领：幽灵接受了你的挑战。
eventAECGhostWave_Hunt1_msg_T09,gameevents,,,Wave 1: Elite ghost minions are advancing.,第1波：幽灵精英仆从正在推进。
eventAECGhostWave_Hunt2_msg_T09,gameevents,,,Wave 2: The elite escort grows heavier.,第2波：精英护卫的力量更加强大。
eventAECGhostWave_Hunt3_msg_T09,gameevents,,,Wave 3: The elite escort keeps advancing.,第3波：精英护卫仍在不断推进。
itemAECGhostContract_100waveschallenge_phantommosaic_T09,,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [3★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [3★]
itemAECGhostContract_100waveschallenge_phantommosaic_desc_T09,,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [3★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [3★]
itemAECGhostHuntContract_T09,,,,[FF0000]AEC |[-] [FFD700]Ghost Contract | Hunt[-],[FF0000]AEC |[-] [FFD700]幽灵契约 | 猎杀[-]
itemAECGhostHuntContract_desc_T09,,,,Contract: Survive five elite night waves then kill The Ghost.,契约：抵御五波夜间精英部队，然后击杀幽灵。
questAECGhost_obj_wave1_T09,quests,,,Wave 1: Survive Ghost Assault,波 1: 抵御幽灵突袭
questAECGhost_obj_wave2_T09,quests,,,Wave 2: Survive Ghost Assault,波 2: 抵御幽灵突袭
questAECGhost_obj_wave3_T09,quests,,,Wave 3: Survive Ghost Assault,波 3: 抵御幽灵突袭
questAECGhostEndlessPhantomMosaic_completion_T09,quests,,false,Contract complete. All 100 waves cleared. [3★],契约完成：全部 100 波均已清除。 [3★]
questAECGhostEndlessPhantomMosaic_description_T09,quests,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [3★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [3★]
questAECGhostEndlessPhantomMosaic_name_T09,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [3★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [3★]
questAECGhostEndlessPhantomMosaic_offer_T09,quests,,false,AEC has formalized this contract. Place the lure and survive all 100 waves. [3★],AEC 已正式发布这份契约。放置诱饵并挺过全部 100 波。 [3★]
questAECGhostEndlessPhantomMosaic_response_T09,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [3★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [3★]
questAECGhostEndlessPhantomMosaic_statement_T09,quests,,false,"I'll deploy the lure, survive all 100 waves, and finish the contract. [3★]",我会部署诱饵、挺过全部 100 波并完成契约。 [3★]
questAECGhostEndlessPhantomMosaic_subtitle_T09,quests,,false,AEC Super-Challenge Contract [3★],AEC 超级挑战契约 [3★]
questAECGhostHunt_completion_T09,quests,,,The Ghost is dead and the night is quieter.,幽灵已被消灭，夜晚终于安静了一些。
questAECGhostHunt_description_T09,quests,,,"Activate the rally, place the lure, survive five elite night waves, then kill The Ghost.",激活集结点并放置诱饵，抵御五波敌人，然后击杀幽灵。
questAECGhostHunt_name_T09,quests,,,[D6E6FF]HUNT: The Ghost[-],[D6E6FF]猎杀： 幽灵[-]
questAECGhostHunt_obj_kill_T09,quests,,,Kill The Ghost,击杀幽灵
questAECGhostHunt_offer_T09,quests,,,"This is the real hunt. Trigger the rally, place the lure, survive the escort, and finish The Ghost.",这才是真正的猎杀。触发集结点、放置诱饵，抵御护卫部队并消灭幽灵。
questAECGhostHunt_response_T09,quests,,,AEC BOSS FIGHT - [FF0000]HUNT: The Ghost[-],AEC 首领战斗 - [FF0000]猎杀： 幽灵[-]
questAECGhostHunt_statement_T09,quests,,,"I will activate the rally, place the lure, and finish the hunt.",我会激活集结点、放置诱饵并完成这场猎杀。
questAECGhostHunt_subtitle_T09,quests,,,Ghost T5 Boss Hunt,幽灵 T5 首领猎杀
questAECGhostMinionAssault_name_T09,quests,,false,[CCAA44]Ghost Minion Assault[-] [3★],[CCAA44]幽灵仆从突袭[-] [3★]
eventAECGhostArrival_Hunt_msg_T12,gameevents,,,The hunt begins under cover of night. Push through the servants and kill The Ghost.,猎杀在夜幕下开始。突破仆从的阻拦并消灭幽灵。
eventAECGhostArrival_PhantomCourt_msg_T12,gameevents,,,The Phantom Court gathers. Survive the royal procession and slay its ruler.,幻影王庭正在集结。抵御皇家仪仗队并杀死它们的统治者。
eventAECGhostBossSpawn_Hunt_msg_T12,gameevents,,,BOSS: The Ghost answers your challenge.,首领：幽灵接受了你的挑战。
eventAECGhostWave_Hunt1_msg_T12,gameevents,,,Wave 1: Elite ghost minions are advancing.,第1波：幽灵精英仆从正在推进。
eventAECGhostWave_Hunt2_msg_T12,gameevents,,,Wave 2: The elite escort grows heavier.,第2波：精英护卫的力量更加强大。
eventAECGhostWave_Hunt3_msg_T12,gameevents,,,Wave 3: The elite escort keeps advancing.,第3波：精英护卫仍在不断推进。
itemAECGhostContract_100waveschallenge_phantommosaic_T12,,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [4★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [4★]
itemAECGhostContract_100waveschallenge_phantommosaic_desc_T12,,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [4★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [4★]
itemAECGhostHuntContract_T12,,,,[FF0000]AEC |[-] [FFD700]Ghost Contract | Hunt[-],[FF0000]AEC |[-] [FFD700]幽灵契约 | 猎杀[-]
itemAECGhostHuntContract_desc_T12,,,,Contract: Survive five elite night waves then kill The Ghost.,契约：抵御五波夜间精英部队，然后击杀幽灵。
questAECGhost_obj_wave1_T12,quests,,,Wave 1: Survive Ghost Assault,波 1: 抵御幽灵突袭
questAECGhost_obj_wave2_T12,quests,,,Wave 2: Survive Ghost Assault,波 2: 抵御幽灵突袭
questAECGhost_obj_wave3_T12,quests,,,Wave 3: Survive Ghost Assault,波 3: 抵御幽灵突袭
questAECGhostEndlessPhantomMosaic_completion_T12,quests,,false,Contract complete. All 100 waves cleared. [4★],契约完成：全部 100 波均已清除。 [4★]
questAECGhostEndlessPhantomMosaic_description_T12,quests,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [4★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [4★]
questAECGhostEndlessPhantomMosaic_name_T12,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [4★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [4★]
questAECGhostEndlessPhantomMosaic_offer_T12,quests,,false,AEC has formalized this contract. Place the lure and survive all 100 waves. [4★],AEC 已正式发布这份契约。放置诱饵并挺过全部 100 波。 [4★]
questAECGhostEndlessPhantomMosaic_response_T12,quests,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [4★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [4★]
questAECGhostEndlessPhantomMosaic_statement_T12,quests,,false,"I'll deploy the lure, survive all 100 waves, and finish the contract. [4★]",我会部署诱饵、挺过全部 100 波并完成契约。 [4★]
questAECGhostEndlessPhantomMosaic_subtitle_T12,quests,,false,AEC Super-Challenge Contract [4★],AEC 超级挑战契约 [4★]
questAECGhostHunt_completion_T12,quests,,,The Ghost is dead and the night is quieter.,幽灵已被消灭，夜晚终于安静了一些。
questAECGhostHunt_description_T12,quests,,,"Activate the rally, place the lure, survive five elite night waves, then kill The Ghost.",激活集结点并放置诱饵，抵御五波敌人，然后击杀幽灵。
questAECGhostHunt_name_T12,quests,,,[D6E6FF]HUNT: The Ghost[-],[D6E6FF]猎杀： 幽灵[-]
questAECGhostHunt_obj_kill_T12,quests,,,Kill The Ghost,击杀幽灵
questAECGhostHunt_offer_T12,quests,,,"This is the real hunt. Trigger the rally, place the lure, survive the escort, and finish The Ghost.",这才是真正的猎杀。触发集结点、放置诱饵，抵御护卫部队并消灭幽灵。
questAECGhostHunt_response_T12,quests,,,AEC BOSS FIGHT - [FF0000]HUNT: The Ghost[-],AEC 首领战斗 - [FF0000]猎杀： 幽灵[-]
questAECGhostHunt_statement_T12,quests,,,"I will activate the rally, place the lure, and finish the hunt.",我会激活集结点、放置诱饵并完成这场猎杀。
questAECGhostHunt_subtitle_T12,quests,,,Ghost T5 Boss Hunt,幽灵 T5 首领猎杀
questAECGhostMinionAssault_name_T12,quests,,false,[CCAA44]Ghost Minion Assault[-] [4★],[CCAA44]幽灵仆从突袭[-] [4★]
eventAECGhostArrival_Hunt_msg_T15,gameevents,,,The hunt begins under cover of night. Push through the servants and kill The Ghost.,猎杀在夜幕下开始。突破仆从的阻拦并消灭幽灵。
eventAECGhostArrival_PhantomCourt_msg_T15,gameevents,,,The Phantom Court gathers. Survive the royal procession and slay its ruler.,幻影王庭正在集结。抵御皇家仪仗队并杀死它们的统治者。
eventAECGhostBossSpawn_Hunt_msg_T15,gameevents,,,BOSS: The Ghost answers your challenge.,首领：幽灵接受了你的挑战。
eventAECGhostWave_Hunt1_msg_T15,gameevents,,,Wave 1: Elite ghost minions are advancing.,第1波：幽灵精英仆从正在推进。
eventAECGhostWave_Hunt2_msg_T15,gameevents,,,Wave 2: The elite escort grows heavier.,第2波：精英护卫的力量更加强大。
eventAECGhostWave_Hunt3_msg_T15,gameevents,,,Wave 3: The elite escort keeps advancing.,第3波：精英护卫仍在不断推进。
itemAECGhostContract_100waveschallenge_phantommosaic_T15,,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]The Ghost Phantom Mosaic[-] [5★],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]幽灵幻影群像[-] [5★]
itemAECGhostContract_100waveschallenge_phantommosaic_desc_T15,,,false,"Night-only contract: begin between 22h and 4h, survive 100 non-linear Ghost waves mixing mono-type pushes, ranged volleys, rush packs, lantern cores, and full Phantom Court maelstroms before killing The Ghost. [5★]",仅限夜间的契约：在 22:00 至 4:00 之间开始，挺过 100 波非线性幽灵攻势。敌军将混合单一兵种推进、远程齐射、突击群、灯笼核心和完整的幻影王庭风暴，最后击杀幽灵。 [5★]
